categories,name,rating,review_count,location,coordinates,city
['Pubs'],The Palace,4.0,22,"{'address1': '206 Nassau Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['206 Nassau Ave', 'Brooklyn, NY 11222']}","{'latitude': 40.7254499452066, 'longitude': -73.9446478709579}",NewYork
"['Bars', 'American (Traditional)', 'Seafood']",The New Maggie's Bar & Grill,4.0,44,"{'address1': '442 Hackensack St', 'address2': '', 'address3': '', 'city': 'Carlstadt', 'zip_code': '07072', 'country': 'US', 'state': 'NJ', 'display_address': ['442 Hackensack St', 'Carlstadt, NJ 07072']}","{'latitude': 40.83863, 'longitude': -74.09114}",NewYork
"['Burgers', 'Cocktail Bars', 'Tapas/Small Plates']",Ida's Nearabout,4.0,146,"{'address1': '43-13 Queens Blvd', 'address2': '', 'address3': None, 'city': 'Sunnyside', 'zip_code': '11104', 'country': 'US', 'state': 'NY', 'display_address': ['43-13 Queens Blvd', 'Sunnyside, NY 11104']}","{'latitude': 40.7437641, 'longitude': -73.9208344}",NewYork
"['Cuban', 'Bars', 'Seafood']",Rumba Cubana,4.0,550,"{'address1': '1807 45th St', 'address2': '', 'address3': '', 'city': 'North Bergen', 'zip_code': '07047', 'country': 'US', 'state': 'NJ', 'display_address': ['1807 45th St', 'North Bergen, NJ 07047']}","{'latitude': 40.78407, 'longitude': -74.03364}",NewYork
"['Wine Bars', 'Seafood']",Place des Fêtes,4.0,40,"{'address1': '212 Greene Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['212 Greene Ave', 'Brooklyn, NY 11238']}","{'latitude': 40.68691, 'longitude': -73.96289}",NewYork
"['Bars', 'Burgers', 'Breakfast & Brunch']",The Seneca,4.0,58,"{'address1': '582 Seneca Ave', 'address2': '', 'address3': None, 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['582 Seneca Ave', 'Ridgewood, NY 11385']}","{'latitude': 40.704198, 'longitude': -73.910489}",NewYork
"['American (New)', 'Bars']",Jamie's Cigar Bar & Restaurant,4.0,103,"{'address1': '915 Bloomfield Ave', 'address2': '', 'address3': '', 'city': 'Clifton', 'zip_code': '07012', 'country': 'US', 'state': 'NJ', 'display_address': ['915 Bloomfield Ave', 'Clifton, NJ 07012']}","{'latitude': 40.84521, 'longitude': -74.1572}",NewYork
"['Korean', 'Steakhouses', 'Cocktail Bars']",COTE Korean Steakhouse,4.0,1657,"{'address1': '16 W 22nd St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['16 W 22nd St', 'New York, NY 10010']}","{'latitude': 40.741046, 'longitude': -73.991421}",NewYork
"['Italian', 'Pizza', 'Bars']",Oregano,4.0,503,"{'address1': '102 Berry St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['102 Berry St', 'Brooklyn, NY 11249']}","{'latitude': 40.7190165, 'longitude': -73.9586248}",NewYork
"['Wine Bars', 'Music Venues', 'Beer Bar']",Bed-Vyne Brew,4.0,108,"{'address1': '370 Tompkins Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['370 Tompkins Ave', 'Brooklyn, NY 11216']}","{'latitude': 40.6847873, 'longitude': -73.9445191}",NewYork
['Bars'],Emma Peel Room,4.0,9,"{'address1': '266 Broome St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['266 Broome St', 'New York, NY 10002']}","{'latitude': 40.7183, 'longitude': -73.99054}",NewYork
['Bars'],PROHIBITIONS END BAR AND GRILL,4.0,9,"{'address1': '765 Pelham Rd', 'address2': '', 'address3': None, 'city': 'New Rochelle', 'zip_code': '10805', 'country': 'US', 'state': 'NY', 'display_address': ['765 Pelham Rd', 'New Rochelle, NY 10805']}","{'latitude': 40.88844, 'longitude': -73.79005}",NewYork
['Lounges'],Vice Lounge,4.0,9,"{'address1': '211 Kings Hwy', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11223', 'country': 'US', 'state': 'NY', 'display_address': ['211 Kings Hwy', 'Brooklyn, NY 11223']}","{'latitude': 40.60567442468505, 'longitude': -73.98350373762621}",NewYork
"['Irish', 'Pubs']",An Beal Bocht Cafe,4.0,153,"{'address1': '445 W 238th St', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10463', 'country': 'US', 'state': 'NY', 'display_address': ['445 W 238th St', 'Bronx, NY 10463']}","{'latitude': 40.88738, 'longitude': -73.90498}",NewYork
['Pubs'],The Raven Pub,4.0,9,"{'address1': '1471 1st Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10075', 'country': 'US', 'state': 'NY', 'display_address': ['1471 1st Ave', 'New York, NY 10075']}","{'latitude': 40.77093023586568, 'longitude': -73.95410041380568}",NewYork
"['Wine Bars', 'Beer Bar', 'Tapas/Small Plates']",Lelabar,4.0,388,"{'address1': '422 Hudson St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['422 Hudson St', 'New York, NY 10014']}","{'latitude': 40.730384, 'longitude': -74.006554}",NewYork
"['Cuban', 'Cocktail Bars', 'Sandwiches']",Calle Dao - Bryant Park,4.0,1893,"{'address1': '38 W 39th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['38 W 39th St', 'New York, NY 10018']}","{'latitude': 40.752167, 'longitude': -73.98422161374535}",NewYork
"['Burgers', 'Beer, Wine & Spirits', 'Cocktail Bars']",Black Iron Burger,4.0,68,"{'address1': '250 W 54th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['250 W 54th St', 'New York, NY 10019']}","{'latitude': 40.76433, 'longitude': -73.98343}",NewYork
"['Gastropubs', 'Bars', 'American (Traditional)']",The Parkside Social,4.0,59,"{'address1': '706 Bloomfield Ave', 'address2': None, 'address3': '', 'city': 'Verona', 'zip_code': '07044', 'country': 'US', 'state': 'NJ', 'display_address': ['706 Bloomfield Ave', 'Verona, NJ 07044']}","{'latitude': 40.83396, 'longitude': -74.25001}",NewYork
"['Bars', 'Mediterranean', 'Tapas/Small Plates']",Dagon,4.0,206,"{'address1': '2454 Broadway', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10024', 'country': 'US', 'state': 'NY', 'display_address': ['2454 Broadway', 'New York, NY 10024']}","{'latitude': 40.791129, 'longitude': -73.973913}",NewYork
"['American (New)', 'Korean', 'Cocktail Bars']",The Sweet Sap,4.0,538,"{'address1': '189-11 Northern Blvd', 'address2': '', 'address3': None, 'city': 'Flushing', 'zip_code': '11358', 'country': 'US', 'state': 'NY', 'display_address': ['189-11 Northern Blvd', 'Flushing, NY 11358']}","{'latitude': 40.7579049, 'longitude': -73.7919327}",NewYork
"['Mexican', 'Cocktail Bars', 'Breakfast & Brunch']",Las Santas,4.0,322,"{'address1': '572 Fulton St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['572 Fulton St', 'Brooklyn, NY 11217']}","{'latitude': 40.6882, 'longitude': -73.97953}",NewYork
"['Cajun/Creole', 'Seafood', 'Bars']",1803 Nyc,4.0,773,"{'address1': '82 Reade St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['82 Reade St', 'New York, NY 10007']}","{'latitude': 40.715498, 'longitude': -74.007178}",NewYork
"['Cocktail Bars', 'Asian Fusion']",Bixi,4.0,65,"{'address1': '2164 Frederick Douglass Blvd', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10026', 'country': 'US', 'state': 'NY', 'display_address': ['2164 Frederick Douglass Blvd', 'New York, NY 10026']}","{'latitude': 40.80478, 'longitude': -73.95488}",NewYork
"['Beer Bar', 'Cocktail Bars', 'Sports Bars']",The Rabbit Hole - Local Bar,4.0,14,"{'address1': '38-04 Broadway', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['38-04 Broadway', 'Astoria, NY 11103']}","{'latitude': 40.75903992310495, 'longitude': -73.9197301492095}",NewYork
"['Sports Wear', 'American (Traditional)', 'Cocktail Bars']",Village Saloon,4.0,14,"{'address1': '82-11 Eliot Ave', 'address2': '', 'address3': None, 'city': 'Queens', 'zip_code': '11379', 'country': 'US', 'state': 'NY', 'display_address': ['82-11 Eliot Ave', 'Queens, NY 11379']}","{'latitude': 40.726053700635006, 'longitude': -73.8772831237633}",NewYork
"['Wine Bars', 'American (New)', 'Venues & Event Spaces']",Rockefeller Center Wine Garden by City Winery,4.0,14,"{'address1': '45 Rockefeller Plz', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10111', 'country': 'US', 'state': 'NY', 'display_address': ['45 Rockefeller Plz', 'New York, NY 10111']}","{'latitude': 40.759408, 'longitude': -73.977738}",NewYork
"['Tobacco Shops', 'Cigar Bars']",Havana Dreams Cigar Lounge,4.0,56,"{'address1': '63-10 Woodhaven Blvd', 'address2': '', 'address3': '', 'city': 'Rego Park', 'zip_code': '11374', 'country': 'US', 'state': 'NY', 'display_address': ['63-10 Woodhaven Blvd', 'Rego Park, NY 11374']}","{'latitude': 40.723987, 'longitude': -73.86937}",NewYork
"['Irish Pub', 'Burgers']",Francey Brady's,4.0,84,"{'address1': '72 Main St', 'address2': '', 'address3': None, 'city': 'Yonkers', 'zip_code': '10701', 'country': 'US', 'state': 'NY', 'display_address': ['72 Main St', 'Yonkers, NY 10701']}","{'latitude': 40.93453, 'longitude': -73.90172}",NewYork
"['Sports Bars', 'Chicken Wings']",Scruffy Duffy's,4.0,42,"{'address1': '639 10th Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['639 10th Ave', 'New York, NY 10036']}","{'latitude': 40.76180291443431, 'longitude': -73.99412653977126}",NewYork
"['Steakhouses', 'Cocktail Bars', 'Beer Bar']",Home Bx Steakhouse,4.0,42,"{'address1': '224 W 238th St', 'address2': None, 'address3': '', 'city': 'Bronx', 'zip_code': '10463', 'country': 'US', 'state': 'NY', 'display_address': ['224 W 238th St', 'Bronx, NY 10463']}","{'latitude': 40.88474, 'longitude': -73.89991}",NewYork
"['Cocktail Bars', 'Pubs']",The Green Room,4.0,28,"{'address1': '156 E 23rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['156 E 23rd St', 'New York, NY 10010']}","{'latitude': 40.7390070765773, 'longitude': -73.9837015063465}",NewYork
['Wine Bars'],Claud,4.0,75,"{'address1': '90 E 10th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['90 E 10th St', 'New York, NY 10003']}","{'latitude': 40.73088, 'longitude': -73.98968}",NewYork
"['Chinese', 'Bars']",Decoy,4.0,456,"{'address1': '529 Hudson St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['529 Hudson St', 'New York, NY 10014']}","{'latitude': 40.734207418277244, 'longitude': -74.006519}",NewYork
"['Cocktail Bars', 'Tapas/Small Plates']",The Archer,4.0,345,"{'address1': '176 Newark Ave', 'address2': '', 'address3': '', 'city': 'Jersey City', 'zip_code': '07302', 'country': 'US', 'state': 'NJ', 'display_address': ['176 Newark Ave', 'Jersey City, NJ 07302']}","{'latitude': 40.721315204191, 'longitude': -74.045283556493}",NewYork
"['American (Traditional)', 'Burgers', 'Pubs']",Six Points Pub,4.0,71,"{'address1': '574 Bloomfield Ave', 'address2': '', 'address3': None, 'city': 'Bloomfield', 'zip_code': '07003', 'country': 'US', 'state': 'NJ', 'display_address': ['574 Bloomfield Ave', 'Bloomfield, NJ 07003']}","{'latitude': 40.793074, 'longitude': -74.197696}",NewYork
['Wine Bars'],Vanguard Wine Bar,4.0,199,"{'address1': '189 Amsterdam Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['189 Amsterdam Ave', 'New York, NY 10023']}","{'latitude': 40.77643, 'longitude': -73.983}",NewYork
"['Cocktail Bars', 'Gastropubs', 'Comfort Food']",HandCraft Kitchen & Cocktails,4.0,489,"{'address1': '367 3rd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['367 3rd Ave', 'New York, NY 10016']}","{'latitude': 40.740967, 'longitude': -73.981292}",NewYork
"['Lounges', 'Venues & Event Spaces', 'Seafood']",Skorpios,4.0,38,"{'address1': '5 East 54th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['5 East 54th St', 'New York, NY 10022']}","{'latitude': 40.76082, 'longitude': -73.97459}",NewYork
['Irish Pub'],Astoria Tavern,4.0,76,"{'address1': '33-16 23rd Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['33-16 23rd Ave', 'Astoria, NY 11105']}","{'latitude': 40.7731910081665, 'longitude': -73.9113436728784}",NewYork
"['Music Venues', 'Lounges', 'Colombian']",D'antigua,4.0,38,"{'address1': '8416 Northern Blvd', 'address2': '', 'address3': '', 'city': 'Queens', 'zip_code': '11372', 'country': 'US', 'state': 'NY', 'display_address': ['8416 Northern Blvd', 'Queens, NY 11372']}","{'latitude': 40.755555, 'longitude': -73.882817}",NewYork
"['Latin American', 'Cocktail Bars', 'Breakfast & Brunch']",Bocaito Cafe & Wine Bar,4.0,333,"{'address1': '8115 Northern Blvd', 'address2': None, 'address3': '', 'city': 'Jackson Heights', 'zip_code': '11372', 'country': 'US', 'state': 'NY', 'display_address': ['8115 Northern Blvd', 'Jackson Heights, NY 11372']}","{'latitude': 40.755701, 'longitude': -73.8856811}",NewYork
"['Salad', 'Pubs', 'American (Traditional)']",Fort Washington Public House,4.0,119,"{'address1': '3938 Broadway', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10032', 'country': 'US', 'state': 'NY', 'display_address': ['3938 Broadway', 'New York, NY 10032']}","{'latitude': 40.8390591026124, 'longitude': -73.9410637691617}",NewYork
"['German', 'Bars']",Das Biergarten,4.0,86,"{'address1': '1148 West Beech St', 'address2': '', 'address3': '', 'city': 'Long Beach', 'zip_code': '11561', 'country': 'US', 'state': 'NY', 'display_address': ['1148 West Beech St', 'Long Beach, NY 11561']}","{'latitude': 40.5858084002527, 'longitude': -73.7034325955231}",NewYork
"['Italian', 'Wine Bars', 'Seafood']",Tony's Di Napoli,4.0,2540,"{'address1': '147 W 43rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['147 W 43rd St', 'New York, NY 10036']}","{'latitude': 40.75641, 'longitude': -73.98547}",NewYork
"['Thai', 'Buffets', 'Bars']",Wanisa Home Kitchen,4.0,211,"{'address1': '142 Smith St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['142 Smith St', 'Brooklyn, NY 11201']}","{'latitude': 40.687, 'longitude': -73.99042}",NewYork
"['Bars', 'Burgers']",Easy Lover,4.0,24,"{'address1': '790 Metropolitan Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['790 Metropolitan Ave', 'Brooklyn, NY 11211']}","{'latitude': 40.71459, 'longitude': -73.94254}",NewYork
"['Tapas Bars', 'Sports Bars', 'Mexican']",Calaveras Corner,4.0,24,"{'address1': '936 Amsterdam Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['936 Amsterdam Ave', 'New York, NY 10025']}","{'latitude': 40.800694, 'longitude': -73.965824}",NewYork
"['Pubs', 'Sports Bars', 'Burgers']",Nugent's Tavern Irish Pub & Grill,4.0,183,"{'address1': '844 Newark Ave', 'address2': None, 'address3': None, 'city': 'Elizabeth', 'zip_code': '07208', 'country': 'US', 'state': 'NJ', 'display_address': ['844 Newark Ave', 'Elizabeth, NJ 07208']}","{'latitude': 40.68312, 'longitude': -74.20772}",NewYork
"['Cheese Shops', 'Beer Bar', 'Sandwiches']",Vintner Wine Market,4.0,140,"{'address1': '671 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['671 9th Ave', 'New York, NY 10036']}","{'latitude': 40.761325, 'longitude': -73.990852}",NewYork
"['Japanese', 'Cocktail Bars', 'Seafood']",SakaMai,4.0,786,"{'address1': '157 Ludlow St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['157 Ludlow St', 'New York, NY 10002']}","{'latitude': 40.7209536656701, 'longitude': -73.9881407239426}",NewYork
"['Hookah Bars', 'Middle Eastern']",Villa Restaurant & Lounge,4.0,83,"{'address1': '25-39 Steinway St', 'address2': None, 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['25-39 Steinway St', 'Astoria, NY 11103']}","{'latitude': 40.76684, 'longitude': -73.91222}",NewYork
"['Bars', 'American (New)', 'Breakfast & Brunch']",Lilly's Craft and Kitchen,4.0,1432,"{'address1': '675 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['675 9th Ave', 'New York, NY 10036']}","{'latitude': 40.76138, 'longitude': -73.99071}",NewYork
"['Tacos', 'Sports Bars', 'American (Traditional)']",Eastpoint,4.0,94,"{'address1': '25 Ave B', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['25 Ave B', 'New York, NY 10009']}","{'latitude': 40.72228, 'longitude': -73.98311}",NewYork
"['Irish', 'Sports Bars']",Mulligan's,4.0,124,"{'address1': '159 1st St', 'address2': '', 'address3': '', 'city': 'Hoboken', 'zip_code': '07030', 'country': 'US', 'state': 'NJ', 'display_address': ['159 1st St', 'Hoboken, NJ 07030']}","{'latitude': 40.73752, 'longitude': -74.03227}",NewYork
"['Sports Bars', 'American (Traditional)']",Poole Ave Bar and Liquor,4.0,15,"{'address1': '745 Poole Ave', 'address2': '', 'address3': '', 'city': 'Hazlet', 'zip_code': '07730', 'country': 'US', 'state': 'NJ', 'display_address': ['745 Poole Ave', 'Hazlet, NJ 07730']}","{'latitude': 40.4321594238281, 'longitude': -74.181999206543}",NewYork
['Pubs'],Connolly's Bar,4.0,75,"{'address1': '155 Beach 95th St', 'address2': '', 'address3': '', 'city': 'Rockaway Beach', 'zip_code': '11693', 'country': 'US', 'state': 'NY', 'display_address': ['155 Beach 95th St', 'Rockaway Beach, NY 11693']}","{'latitude': 40.584401, 'longitude': -73.816712}",NewYork
"['Vape Shops', 'Tobacco Shops', 'Beer Bar']",Empire Smoke Shop,4.0,5,"{'address1': '57 1st Ave', 'address2': None, 'address3': '', 'city': 'Manhattan', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['57 1st Ave', 'Manhattan, NY 10003']}","{'latitude': 40.72504, 'longitude': -73.98739}",NewYork
"['Venues & Event Spaces', 'Tapas/Small Plates', 'Cocktail Bars']",W XYZ Bar,4.0,5,"{'address1': '27-45 Jackson Ave', 'address2': 'Aloft Long Island-City Manhattan View', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['27-45 Jackson Ave', 'Aloft Long Island-City Manhattan View', 'Long Island City, NY 11101']}","{'latitude': 40.74838, 'longitude': -73.93983}",NewYork
"['Sports Bars', 'Pubs', 'American (New)']",South Stevens Pub,4.0,15,"{'address1': '200 Stevens Ave N', 'address2': None, 'address3': '', 'city': 'South Amboy', 'zip_code': '08879', 'country': 'US', 'state': 'NJ', 'display_address': ['200 Stevens Ave N', 'South Amboy, NJ 08879']}","{'latitude': 40.47973293270907, 'longitude': -74.28162659685304}",NewYork
"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']",The Naked Pig,4.0,10,"{'address1': '922 3rd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['922 3rd Ave', 'New York, NY 10022']}","{'latitude': 40.759429, 'longitude': -73.968546}",NewYork
['Wine Bars'],The Immigrant,4.0,395,"{'address1': '341 E 9th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['341 E 9th St', 'New York, NY 10003']}","{'latitude': 40.72862, 'longitude': -73.9853399}",NewYork
"['Beer Bar', 'Soup', 'Sandwiches']",Top Hops Beer Shop,4.0,5,"{'address1': '124 E 14th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['124 E 14th St', 'New York, NY 10003']}","{'latitude': 40.733755988498, 'longitude': -73.98874772927736}",NewYork
"['Korean', 'Barbeque', 'Bars']",O2 BBQ,4.0,241,"{'address1': '7000 Kennedy Blvd E', 'address2': None, 'address3': '', 'city': 'Guttenberg', 'zip_code': '07093', 'country': 'US', 'state': 'NJ', 'display_address': ['7000 Kennedy Blvd E', 'Guttenberg, NJ 07093']}","{'latitude': 40.79089218699774, 'longitude': -73.99986850211468}",NewYork
"['Italian', 'Mediterranean', 'Wine Bars']",Savini Restaurant,4.0,282,"{'address1': '168 W Crescent Ave', 'address2': '', 'address3': '', 'city': 'Allendale', 'zip_code': '07401', 'country': 'US', 'state': 'NJ', 'display_address': ['168 W Crescent Ave', 'Allendale, NJ 07401']}","{'latitude': 41.03761, 'longitude': -74.13269}",NewYork
"['Mediterranean', 'Cocktail Bars', 'Middle Eastern']",Miriam,4.0,141,"{'address1': '300 Amsterdam Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['300 Amsterdam Ave', 'New York, NY 10023']}","{'latitude': 40.780201643038154, 'longitude': -73.98087029999999}",NewYork
"['Cajun/Creole', 'Seafood', 'Bars']",Oceanic Boil,4.0,121,"{'address1': '96-18 Queens Blvd', 'address2': '', 'address3': None, 'city': 'Rego Park', 'zip_code': '11374', 'country': 'US', 'state': 'NY', 'display_address': ['96-18 Queens Blvd', 'Rego Park, NY 11374']}","{'latitude': 40.729405, 'longitude': -73.861621}",NewYork
"['Hookah Bars', 'Halal', 'Cafes']",Fitoor Cafe & Grill,4.0,96,"{'address1': '179-22 Union Tpke', 'address2': '', 'address3': None, 'city': 'Fresh Meadows', 'zip_code': '11366', 'country': 'US', 'state': 'NY', 'display_address': ['179-22 Union Tpke', 'Fresh Meadows, NY 11366']}","{'latitude': 40.7266456, 'longitude': -73.788371}",NewYork
"['Indian', 'Bars']",Masala King,4.0,273,"{'address1': '64 E 34th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['64 E 34th St', 'New York, NY 10016']}","{'latitude': 40.747176, 'longitude': -73.981957}",NewYork
['Pubs'],Acey Ducey's,4.0,91,"{'address1': '101-17 Metropolitan Ave', 'address2': '', 'address3': '', 'city': 'Forest Hills', 'zip_code': '11375', 'country': 'US', 'state': 'NY', 'display_address': ['101-17 Metropolitan Ave', 'Forest Hills, NY 11375']}","{'latitude': 40.710682, 'longitude': -73.851185}",NewYork
"['Seafood', 'Cocktail Bars', 'Tacos']",Tacos Güey,4.0,91,"{'address1': '37 W 19th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['37 W 19th St', 'New York, NY 10011']}","{'latitude': 40.73997, 'longitude': -73.99323}",NewYork
"['Wine Bars', 'Tapas Bars']",Brookvin,4.0,329,"{'address1': '381 7th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['381 7th Ave', 'Brooklyn, NY 11215']}","{'latitude': 40.6652526855469, 'longitude': -73.9825668334961}",NewYork
"['Bars', 'Pizza', 'Cafes']",Cozy Corner Bar cafe & Restaurant,4.0,97,"{'address1': '60-01 70th Ave', 'address2': '', 'address3': '', 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['60-01 70th Ave', 'Ridgewood, NY 11385']}","{'latitude': 40.70174, 'longitude': -73.89883}",NewYork
"['Tapas/Small Plates', 'Cocktail Bars', 'Wine Bars']",Bazár Tapas Bar & Restaurant,4.0,743,"{'address1': '31 W 26th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['31 W 26th St', 'New York, NY 10010']}","{'latitude': 40.74444436676065, 'longitude': -73.99010027255314}",NewYork
"['Wine Bars', 'Tapas/Small Plates', 'Cocktail Bars']",Ardesia Wine Bar,4.0,410,"{'address1': '510 W 52nd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['510 W 52nd St', 'New York, NY 10019']}","{'latitude': 40.7660831005947, 'longitude': -73.9914581179619}",NewYork
"['American (New)', 'Pubs']",Jasper's Taphouse + Kitchen,4.0,436,"{'address1': '761 9th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['761 9th Ave', 'New York, NY 10019']}","{'latitude': 40.764266, 'longitude': -73.9886122}",NewYork
"['Bars', 'American (Traditional)']",Munckee Bar & Grill,4.0,67,"{'address1': '113 S Feltus St', 'address2': '', 'address3': '', 'city': 'South Amboy', 'zip_code': '08879', 'country': 'US', 'state': 'NJ', 'display_address': ['113 S Feltus St', 'South Amboy, NJ 08879']}","{'latitude': 40.479459, 'longitude': -74.2876832}",NewYork
"['Pizza', 'Italian', 'Wine Bars']",Kesté Pizza & Vino,4.0,1829,"{'address1': '77 Fulton St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['77 Fulton St', 'New York, NY 10038']}","{'latitude': 40.70937768719562, 'longitude': -74.00483341921786}",NewYork
"['Pubs', 'Trivia Hosts', 'Cocktail Bars']",Trinity Pub,4.0,114,"{'address1': '229 E 84th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['229 E 84th St', 'New York, NY 10028']}","{'latitude': 40.7771, 'longitude': -73.9537}",NewYork
"['Party Equipment Rentals', 'Festivals', 'Party & Event Planning']",Bergen Audio Visual,5.0,5,"{'address1': '24 S Front St', 'address2': None, 'address3': None, 'city': 'Bergenfield', 'zip_code': '07621', 'country': 'US', 'state': 'NJ', 'display_address': ['24 S Front St', 'Bergenfield, NJ 07621']}","{'latitude': 40.92703, 'longitude': -73.99898}",NewYork
