categories,name,rating,review_count,location,coordinates,city
"['Tacos', 'Food Trucks']",Tacos Lino's,4.5,21,"{'address1': '1502 Kings Hwy', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11229', 'country': 'US', 'state': 'NY', 'display_address': ['1502 Kings Hwy', 'Brooklyn, NY 11229']}","{'latitude': 40.6087, 'longitude': -73.9580934}",NewYork
"['Beer Bar', 'Beer, Wine & Spirits']",Beer Run,4.5,42,"{'address1': '203 W 19th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['203 W 19th St', 'New York, NY 10011']}","{'latitude': 40.74184, 'longitude': -73.99766}",NewYork
['Chocolatiers & Shops'],Laderach Chocolatier Suisse,4.5,13,"{'address1': '1 American Dream Way', 'address2': '', 'address3': '', 'city': 'East Rutherford', 'zip_code': '07073', 'country': 'US', 'state': 'NJ', 'display_address': ['1 American Dream Way', 'East Rutherford, NJ 07073']}","{'latitude': 40.80893022251919, 'longitude': -74.0677562549513}",NewYork
"['Beer, Wine & Spirits']",Irving Bottle,4.5,26,"{'address1': '155 Irving Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['155 Irving Ave', 'Brooklyn, NY 11237']}","{'latitude': 40.7026899, 'longitude': -73.92058}",NewYork
['Specialty Food'],Pelham Gourmet Deli & Catering,4.5,13,"{'address1': '924 West St', 'address2': '', 'address3': '', 'city': 'Pelham', 'zip_code': '10803', 'country': 'US', 'state': 'NY', 'display_address': ['924 West St', 'Pelham, NY 10803']}","{'latitude': 40.89046, 'longitude': -73.81735}",NewYork
"['Sushi Bars', 'Beverage Store', 'Asian Fusion']",Ikyu,4.5,13,"{'address1': '1718 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10128', 'country': 'US', 'state': 'NY', 'display_address': ['1718 2nd Ave', 'New York, NY 10128']}","{'latitude': 40.77987309396584, 'longitude': -73.9499656}",NewYork
"['Bakeries', 'Coffee & Tea', 'Desserts']",Levain Bakery,4.5,707,"{'address1': '351 Amsterdam Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10024', 'country': 'US', 'state': 'NY', 'display_address': ['351 Amsterdam Ave', 'New York, NY 10024']}","{'latitude': 40.781532, 'longitude': -73.979286}",NewYork
"['Hookah Bars', 'Bubble Tea', 'Lounges']",V3nom Cafe & Lounge,4.5,31,"{'address1': '246-09 Jericho Tpke', 'address2': None, 'address3': None, 'city': 'Jamaica', 'zip_code': '11426', 'country': 'US', 'state': 'NY', 'display_address': ['246-09 Jericho Tpke', 'Jamaica, NY 11426']}","{'latitude': 40.72536, 'longitude': -73.72174}",NewYork
"['Ice Cream & Frozen Yogurt', 'Chocolatiers & Shops', 'Coffee & Tea']",Ice Cream Social,4.5,31,"{'address1': '481 Mamaroneck Ave', 'address2': '', 'address3': None, 'city': 'White Plains', 'zip_code': '10605', 'country': 'US', 'state': 'NY', 'display_address': ['481 Mamaroneck Ave', 'White Plains, NY 10605']}","{'latitude': 41.02295370753827, 'longitude': -73.7595111220905}",NewYork
"['Juice Bars & Smoothies', 'Bubble Tea']",Mr.Wish,4.5,85,"{'address1': '38 Middle Neck Rd', 'address2': None, 'address3': '', 'city': 'Great Neck', 'zip_code': '11021', 'country': 'US', 'state': 'NY', 'display_address': ['38 Middle Neck Rd', 'Great Neck, NY 11021']}","{'latitude': 40.78748, 'longitude': -73.72874}",NewYork
"['Beer, Wine & Spirits']",Provence Wine & Spirits,4.5,18,"{'address1': '25-15 Parsons Blvd', 'address2': None, 'address3': '', 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['25-15 Parsons Blvd', 'Flushing, NY 11354']}","{'latitude': 40.7761484, 'longitude': -73.8242116}",NewYork
"['Dim Sum', 'Coffee & Tea']",Munchiez by Mei Lai Wah,4.5,105,"{'address1': '126 MacDougal St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['126 MacDougal St', 'New York, NY 10012']}","{'latitude': 40.730027, 'longitude': -74.000204}",NewYork
"['Italian', 'Desserts', 'Salad']",L'Osteria,4.5,28,"{'address1': '1219 Lexington Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['1219 Lexington Ave', 'New York, NY 10028']}","{'latitude': 40.77704, 'longitude': -73.95721}",NewYork
"['Burgers', 'Chicken Wings', 'Empanadas']",Meat and Bread,4.5,89,"{'address1': '201 Allen St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['201 Allen St', 'New York, NY 10002']}","{'latitude': 40.722484, 'longitude': -73.989129}",NewYork
"['Gelato', 'Waffles', 'Ice Cream & Frozen Yogurt']",Anita Gelato,4.5,386,"{'address1': '1561 Second Ave', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['1561 Second Ave', 'New York, NY 10028']}","{'latitude': 40.77483, 'longitude': -73.95419}",NewYork
"['Breweries', 'Beer Bar', 'Beer Gardens']",Alewife Brewing & Taproom,4.5,33,"{'address1': '41-11 39th St', 'address2': '', 'address3': None, 'city': 'Sunnyside', 'zip_code': '11104', 'country': 'US', 'state': 'NY', 'display_address': ['41-11 39th St', 'Sunnyside, NY 11104']}","{'latitude': 40.74694, 'longitude': -73.92524}",NewYork
"['Bubble Tea', 'Creperies']",BowlBa Taiwan Eatery,4.5,66,"{'address1': '59 Passaic St', 'address2': None, 'address3': '', 'city': 'Garfield NJ', 'zip_code': '07026', 'country': 'US', 'state': 'NJ', 'display_address': ['59 Passaic St', 'Garfield NJ, NJ 07026']}","{'latitude': 40.86609214259291, 'longitude': -74.1071806022525}",NewYork
['Bubble Tea'],Chun Yang Tea - Staten Island,4.5,38,"{'address1': '324 New Dorp Ln', 'address2': None, 'address3': '', 'city': 'Staten Island', 'zip_code': '10306', 'country': 'US', 'state': 'NY', 'display_address': ['324 New Dorp Ln', 'Staten Island, NY 10306']}","{'latitude': 40.57132898017345, 'longitude': -74.11182543096905}",NewYork
"['Do-It-Yourself Food', 'Desserts', 'Cooking Schools']",Atelier Sucré,4.5,78,"{'address1': '104 East 7th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['104 East 7th St', 'New York, NY 10009']}","{'latitude': 40.7265187, 'longitude': -73.9849542}",NewYork
"['Beer, Wine & Spirits']",Vino 43 Wines & Spirits,4.5,10,"{'address1': '685 Third Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['685 Third Ave', 'New York, NY 10017']}","{'latitude': 40.7519, 'longitude': -73.9734}",NewYork
['Bakeries'],Guadalupana Bakery,4.5,25,"{'address1': '308 Ellery St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['308 Ellery St', 'Brooklyn, NY 11206']}","{'latitude': 40.699218, 'longitude': -73.939908}",NewYork
"['Halal', 'Food Trucks']",WOW Halal food,4.5,5,"{'address1': '2030 Linden Blvd', 'address2': None, 'address3': '', 'city': 'Valley Stream', 'zip_code': '11003', 'country': 'US', 'state': 'NY', 'display_address': ['2030 Linden Blvd', 'Valley Stream, NY 11003']}","{'latitude': 40.6890493, 'longitude': -73.7195593}",NewYork
"['Beer, Wine & Spirits']",7 Days Wine and Spirits,4.5,5,"{'address1': '143 Driggs Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['143 Driggs Ave', 'Brooklyn, NY 11222']}","{'latitude': 40.722855, 'longitude': -73.944194}",NewYork
"['Beer, Wine & Spirits']",Odell Wine & Liquor,4.5,5,"{'address1': '495 Odell Ave', 'address2': '', 'address3': '', 'city': 'Yonkers', 'zip_code': '10703', 'country': 'US', 'state': 'NY', 'display_address': ['495 Odell Ave', 'Yonkers, NY 10703']}","{'latitude': 40.9667758, 'longitude': -73.8727823}",NewYork
"['Beer, Wine & Spirits']",Convive Wine & Spirits,4.5,20,"{'address1': '196 Ave A', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['196 Ave A', 'New York, NY 10009']}","{'latitude': 40.729164, 'longitude': -73.980995}",NewYork
['Health Markets'],Nanni Health Food Store,4.5,5,"{'address1': '5222 Church Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11203', 'country': 'US', 'state': 'NY', 'display_address': ['5222 Church Ave', 'Brooklyn, NY 11203']}","{'latitude': 40.65213317933777, 'longitude': -73.92774580202206}",NewYork
['International Grocery'],Mitsuki Japanese Market,4.5,10,"{'address1': '703 Manhattan Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['703 Manhattan Ave', 'Brooklyn, NY 11222']}","{'latitude': 40.72558, 'longitude': -73.95195}",NewYork
"['Beer, Wine & Spirits']",Broad Street Liquors,4.5,10,"{'address1': '1187 Broad St', 'address2': '', 'address3': '', 'city': 'Clifton', 'zip_code': '07013', 'country': 'US', 'state': 'NJ', 'display_address': ['1187 Broad St', 'Clifton, NJ 07013']}","{'latitude': 40.8555725084748, 'longitude': -74.1764262135815}",NewYork
"['Beer, Wine & Spirits']",Myrtle Wines & Spirits,4.5,10,"{'address1': '166 Myrtle Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['166 Myrtle Ave', 'New York, NY 11201']}","{'latitude': 40.693424, 'longitude': -73.98144}",NewYork
['Food Trucks'],Mister Softee,4.5,5,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Flushing', 'zip_code': '11355', 'country': 'US', 'state': 'NY', 'display_address': ['Flushing, NY 11355']}","{'latitude': 40.7580055, 'longitude': -73.8291751}",NewYork
['Food Delivery Services'],Graze & Braise,4.5,10,"{'address1': '', 'address2': None, 'address3': '', 'city': 'Jersey City', 'zip_code': '07304', 'country': 'US', 'state': 'NJ', 'display_address': ['Jersey City, NJ 07304']}","{'latitude': 40.7180366516113, 'longitude': -74.0748977661133}",NewYork
['Candy Stores'],it'sugar,4.5,5,"{'address1': '234 W 42nd St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['234 W 42nd St', 'New York, NY 10036']}","{'latitude': 40.75659799387898, 'longitude': -73.98874484445554}",NewYork
"['Gas Stations', 'Convenience Stores', 'Coffee & Tea']",Speedway,4.5,5,"{'address1': '645 Mccarter Hwy', 'address2': '', 'address3': '', 'city': 'Newark', 'zip_code': '07102', 'country': 'US', 'state': 'NJ', 'display_address': ['645 Mccarter Hwy', 'Newark, NJ 07102']}","{'latitude': 40.7292948, 'longitude': -74.1701622}",NewYork
"['Beer, Wine & Spirits']",Meadow Liquors,4.5,5,"{'address1': '425 Lewandowski St', 'address2': None, 'address3': '', 'city': 'Lyndhurst', 'zip_code': '07071', 'country': 'US', 'state': 'NJ', 'display_address': ['425 Lewandowski St', 'Lyndhurst, NJ 07071']}","{'latitude': 40.803721, 'longitude': -74.117407}",NewYork
['Donuts'],Krispy Kreme,4.5,5,"{'address1': '371 E Fordham Rd', 'address2': '', 'address3': None, 'city': 'Bronx', 'zip_code': '10458', 'country': 'US', 'state': 'NY', 'display_address': ['371 E Fordham Rd', 'Bronx, NY 10458']}","{'latitude': 40.86202701192551, 'longitude': -73.89226888368465}",NewYork
['Empanadas'],Fons,4.5,5,"{'address1': '228 Bleecker St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['228 Bleecker St', 'New York, NY 10014']}","{'latitude': 40.730076, 'longitude': -74.002505}",NewYork
"['Delis', 'Juice Bars & Smoothies', 'Food Delivery Services']",Garden City Deli,4.5,5,"{'address1': '77 Pearl St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['77 Pearl St', 'New York, NY 10004']}","{'latitude': 40.70415584701818, 'longitude': -74.01044245119644}",NewYork
"['Desserts', 'Ice Cream & Frozen Yogurt', 'Bubble Tea']",ZRolls Ice Cream,4.5,100,"{'address1': '214 Harrison Ave', 'address2': 'Fl 1', 'address3': '', 'city': 'Harrison', 'zip_code': '07029', 'country': 'US', 'state': 'NJ', 'display_address': ['214 Harrison Ave', 'Fl 1', 'Harrison, NJ 07029']}","{'latitude': 40.74618207734155, 'longitude': -74.1594397536266}",NewYork
['Ice Cream & Frozen Yogurt'],Baskin Robbins,4.5,5,"{'address1': '845 Bergen Town Ctr', 'address2': '', 'address3': '', 'city': 'Paramus', 'zip_code': '07652', 'country': 'US', 'state': 'NJ', 'display_address': ['845 Bergen Town Ctr', 'Paramus, NJ 07652']}","{'latitude': 40.915859, 'longitude': -74.060211}",NewYork
"['Grocery', 'Convenience Stores']",M & S Mini Mart,4.5,5,"{'address1': '711 Manhattan Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['711 Manhattan Ave', 'Brooklyn, NY 11222']}","{'latitude': 40.7257118225098, 'longitude': -73.9522018432617}",NewYork
"['Food Trucks', 'Tacos']",Tacos Carmelitas Parientes,4.5,5,"{'address1': '5701 2nd Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11220', 'country': 'US', 'state': 'NY', 'display_address': ['5701 2nd Ave', 'Brooklyn, NY 11220']}","{'latitude': 40.6450761771438, 'longitude': -74.0209712036988}",NewYork
"['Desserts', 'Coffee & Tea']",Spot Dessert Bar,4.5,20,"{'address1': '28-43 Jackson Ave', 'address2': '', 'address3': None, 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['28-43 Jackson Ave', 'Long Island City, NY 11101']}","{'latitude': 40.74898521068584, 'longitude': -73.9379677962963}",NewYork
"['Gluten-Free', 'Pizza', 'Pasta Shops']",River Edge Pizza Kitchen,4.5,5,"{'address1': '830 Kinderkamack Rd', 'address2': None, 'address3': None, 'city': 'River Edge', 'zip_code': '07661', 'country': 'US', 'state': 'NJ', 'display_address': ['830 Kinderkamack Rd', 'River Edge, NJ 07661']}","{'latitude': 40.9364581, 'longitude': -74.0307696}",NewYork
"['Chicken Shop', 'Empanadas', 'Sandwiches']",Pollo Campero,4.5,5,"{'address1': '601 8th Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['601 8th Ave', 'New York, NY 10018']}","{'latitude': 40.75567, 'longitude': -73.991358}",NewYork
"['Cafes', 'Coffee & Tea', 'Sandwiches']",GREY Cafe,4.5,202,"{'address1': '195-19 Northern Blvd', 'address2': '', 'address3': None, 'city': 'Flushing', 'zip_code': '11358', 'country': 'US', 'state': 'NY', 'display_address': ['195-19 Northern Blvd', 'Flushing, NY 11358']}","{'latitude': 40.758187, 'longitude': -73.7860161}",NewYork
"['Juice Bars & Smoothies', 'Ice Cream & Frozen Yogurt']",Brew 7,4.5,52,"{'address1': '270 B Merrick Rd', 'address2': '', 'address3': '', 'city': 'Rockville Centre', 'zip_code': '11570', 'country': 'US', 'state': 'NY', 'display_address': ['270 B Merrick Rd', 'Rockville Centre, NY 11570']}","{'latitude': 40.6560859, 'longitude': -73.6456536}",NewYork
"['Modern European', 'Coffee & Tea', 'Imported Food']",Café Latté,4.5,37,"{'address1': '309 Cromwell Ave', 'address2': '', 'address3': '', 'city': 'Staten Island', 'zip_code': '10305', 'country': 'US', 'state': 'NY', 'display_address': ['309 Cromwell Ave', 'Staten Island, NY 10305']}","{'latitude': 40.587963, 'longitude': -74.091423}",NewYork
"['Coffee & Tea', 'Desserts', 'Cupcakes']",Asal Yemen,4.5,32,"{'address1': '7616 5th Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['7616 5th Ave', 'Brooklyn, NY 11209']}","{'latitude': 40.62841487935142, 'longitude': -74.02326395848527}",NewYork
"['Beer, Wine & Spirits']",Pier Wines,4.5,27,"{'address1': '12 N 5th St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['12 N 5th St', 'Brooklyn, NY 11249']}","{'latitude': 40.7193228584148, 'longitude': -73.9633512496948}",NewYork
['Bakeries'],Roma & Ray's Italian Bakery,4.5,27,"{'address1': '45 Railroad Ave', 'address2': '', 'address3': '', 'city': 'Valley Stream', 'zip_code': '11580', 'country': 'US', 'state': 'NY', 'display_address': ['45 Railroad Ave', 'Valley Stream, NY 11580']}","{'latitude': 40.66333, 'longitude': -73.68869}",NewYork
"['Grocery', 'Delis', 'Beer, Wine & Spirits']",John's Deli & Grocery,4.5,22,"{'address1': '260 Nassau Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['260 Nassau Ave', 'Brooklyn, NY 11222']}","{'latitude': 40.725746, 'longitude': -73.940841}",NewYork
"['Bubble Tea', 'Ice Cream & Frozen Yogurt', 'Poke']",Hawaii Poke Bowl,4.5,176,"{'address1': '1430 Richmond Ave', 'address2': '', 'address3': None, 'city': 'Staten Island', 'zip_code': '10314', 'country': 'US', 'state': 'NY', 'display_address': ['1430 Richmond Ave', 'Staten Island, NY 10314']}","{'latitude': 40.6133250651476, 'longitude': -74.158935919404}",NewYork
['International Grocery'],Tan Tin-Hung Supermarket,4.5,56,"{'address1': '121 Bowery', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['121 Bowery', 'New York, NY 10002']}","{'latitude': 40.71804, 'longitude': -73.99466}",NewYork
"['Beer, Wine & Spirits']",Dante's Cellar,4.5,56,"{'address1': '666 Lexington Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['666 Lexington Ave', 'New York, NY 10022']}","{'latitude': 40.760114, 'longitude': -73.97}",NewYork
"['Greek', 'Food Trucks', 'Mediterranean']",The Roadside Grill,4.5,17,"{'address1': '68th St and Lexington Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10021', 'country': 'US', 'state': 'NY', 'display_address': ['68th St and Lexington Ave', 'New York, NY 10021']}","{'latitude': 40.767695, 'longitude': -73.9642}",NewYork
"['Beer, Wine & Spirits']",American First Liquors,4.5,17,"{'address1': '1059 1st Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['1059 1st Ave', 'New York, NY 10022']}","{'latitude': 40.75887, 'longitude': -73.96286}",NewYork
"['Beer, Wine & Spirits']",Liquor Up & Wine Down,4.5,34,"{'address1': '383 1st Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['383 1st Ave', 'New York, NY 10010']}","{'latitude': 40.736901, 'longitude': -73.978783}",NewYork
"['Pizza', 'Gelato', 'Coffee & Tea']",It's Pinsa,4.5,85,"{'address1': '669 Anderson Ave', 'address2': 'Ste 1', 'address3': '', 'city': 'Cliffside Park', 'zip_code': '07010', 'country': 'US', 'state': 'NJ', 'display_address': ['669 Anderson Ave', 'Ste 1', 'Cliffside Park, NJ 07010']}","{'latitude': 40.8274267, 'longitude': -73.9871092}",NewYork
['Food Trucks'],Middle Eastern Halal Food 69st,4.5,17,"{'address1': '6900 4th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['6900 4th Ave', 'Brooklyn, NY 11209']}","{'latitude': 40.634525, 'longitude': -74.023887}",NewYork
"['Bubble Tea', 'International Grocery']",Ten Ichi Mart,4.5,46,"{'address1': '118 Smith St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['118 Smith St', 'Brooklyn, NY 11201']}","{'latitude': 40.687784, 'longitude': -73.990072}",NewYork
['Bakeries'],Ella Crown Bakehouse,4.5,65,"{'address1': '149 Atlantic Ave', 'address2': 'Ste 1C', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['149 Atlantic Ave', 'Ste 1C', 'Brooklyn, NY 11201']}","{'latitude': 40.690615439909685, 'longitude': -73.99513203945425}",NewYork
"['Beer, Wine & Spirits']",Terry's West Village Wines & Spirits,4.5,24,"{'address1': '35 Greenwich Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['35 Greenwich Ave', 'New York, NY 10014']}","{'latitude': 40.735116, 'longitude': -74.0004481}",NewYork
"['Kebab', 'Food Trucks']",Kebab King,4.5,12,"{'address1': '1 Nelson Ave', 'address2': '', 'address3': '', 'city': 'Jersey', 'zip_code': '07307', 'country': 'US', 'state': 'NJ', 'display_address': ['1 Nelson Ave', 'Jersey, NJ 07307']}","{'latitude': 40.7525366021, 'longitude': -74.0529365234}",NewYork
"['Halal', 'Street Vendors']",The Casbah - Halal Cart,4.5,295,"{'address1': '66th St & Columbus Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['66th St & Columbus Ave', 'New York, NY 10023']}","{'latitude': 40.773737186292, 'longitude': -73.9817136526108}",NewYork
"['Italian', 'Pasta Shops']",Bigoi Venezia,4.5,342,"{'address1': '1415 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10021', 'country': 'US', 'state': 'NY', 'display_address': ['1415 2nd Ave', 'New York, NY 10021']}","{'latitude': 40.770036, 'longitude': -73.9577755}",NewYork
"['Dim Sum', 'Desserts', 'Noodles']",Nan Xiang Xiao Long Bao - Manhattan,4.5,538,"{'address1': '24 W 33rd St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['24 W 33rd St', 'New York, NY 10001']}","{'latitude': 40.74822527534694, 'longitude': -73.9857786}",NewYork
"['Food Trucks', 'Halal', 'Middle Eastern']",Yummy Yummy In My Tummy,4.5,43,"{'address1': '467 Union Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['467 Union Ave', 'Brooklyn, NY 11211']}","{'latitude': 40.7147283802955, 'longitude': -73.9517624303699}",NewYork
"['Breweries', 'Cocktail Bars']",Sixpoint Brewery at City Point,4.5,31,"{'address1': '445 Gold St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['445 Gold St', 'Brooklyn, NY 11201']}","{'latitude': 40.69121, 'longitude': -73.98331}",NewYork
"['Japanese', 'Desserts']",Takumi Japanese Restaurant,4.5,50,"{'address1': '1375 Rte 35', 'address2': None, 'address3': '', 'city': 'Middletown', 'zip_code': '07748', 'country': 'US', 'state': 'NJ', 'display_address': ['1375 Rte 35', 'Middletown, NJ 07748']}","{'latitude': 40.40156, 'longitude': -74.12172}",NewYork
"['Korean', 'Juice Bars & Smoothies', 'Barbeque']",Tofu Tofu,4.5,502,"{'address1': '96 Bowery', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['96 Bowery', 'New York, NY 10013']}","{'latitude': 40.7176299520983, 'longitude': -73.9954301342368}",NewYork
"['Desserts', 'Ice Cream & Frozen Yogurt', 'Fast Food']",Ray's Candy Store,4.5,459,"{'address1': '113 Avenue A', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['113 Avenue A', 'New York, NY 10009']}","{'latitude': 40.7262776243945, 'longitude': -73.9835707495258}",NewYork
"['Pubs', 'Beer, Wine & Spirits', 'Breweries']",Finback Brooklyn,4.5,38,"{'address1': '545 President St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['545 President St', 'Brooklyn, NY 11215']}","{'latitude': 40.67742, 'longitude': -73.98482}",NewYork
['Ice Cream & Frozen Yogurt'],New Territories Ice Cream,4.5,19,"{'address1': '13-24 River Rd', 'address2': '', 'address3': None, 'city': 'Fair Lawn', 'zip_code': '07410', 'country': 'US', 'state': 'NJ', 'display_address': ['13-24 River Rd', 'Fair Lawn, NJ 07410']}","{'latitude': 40.9345779, 'longitude': -74.133593}",NewYork
"['Tacos', 'Food Trucks']",New York Birria - Midtown,4.5,19,"{'address1': '', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['New York, NY 10019']}","{'latitude': 40.765579938445086, 'longitude': -73.98681609416744}",NewYork
"['Italian', 'Pasta Shops', 'Wine Bars']",Café Luce,4.5,121,"{'address1': '235 E 53rd St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['235 E 53rd St', 'New York, NY 10022']}","{'latitude': 40.757323, 'longitude': -73.967928}",NewYork
"['Mini Golf', 'Cocktail Bars', 'Street Vendors']",Swingers Crazy Golf - NoMad,4.5,415,"{'address1': '35 W 29th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['35 W 29th St', 'New York, NY 10001']}","{'latitude': 40.74633, 'longitude': -73.98902}",NewYork
"['Ice Cream & Frozen Yogurt', 'Cafes', 'Sandwiches']",Melao Cafe & Creamery,4.5,97,"{'address1': '1425 Irving St', 'address2': None, 'address3': '', 'city': 'Rahway', 'zip_code': '07065', 'country': 'US', 'state': 'NJ', 'display_address': ['1425 Irving St', 'Rahway, NJ 07065']}","{'latitude': 40.6065362640869, 'longitude': -74.2756219001525}",NewYork
"['Bars', 'Coffee & Tea', 'Breweries']",TALEA,4.5,26,"{'address1': '61 Bergen St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['61 Bergen St', 'Brooklyn, NY 11201']}","{'latitude': 40.68713792548407, 'longitude': -73.9908801}",NewYork
"['Printing Services', 'Internet Cafes', 'LAN Centers']",Astoria Internet,4.5,85,"{'address1': '2255 31st St', 'address2': 'Fl 2', 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['2255 31st St', 'Fl 2', 'Astoria, NY 11105']}","{'latitude': 40.7749599707439, 'longitude': -73.9120379090309}",NewYork
['Ice Cream & Frozen Yogurt'],The Screen Door,4.5,40,"{'address1': '145 Driggs Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['145 Driggs Ave', 'Brooklyn, NY 11222']}","{'latitude': 40.72299, 'longitude': -73.94431}",NewYork
"['Beer, Wine & Spirits']",5 Star Wine & Liquor,4.5,49,"{'address1': '5912 Woodside Ave', 'address2': '', 'address3': '', 'city': 'Woodside', 'zip_code': '11377', 'country': 'US', 'state': 'NY', 'display_address': ['5912 Woodside Ave', 'Woodside, NY 11377']}","{'latitude': 40.7451239501337, 'longitude': -73.9051042866954}",NewYork
