city,name,rating,review_count,categories,categories_encoded
Denver,Chili's,3.0,112,Bars,58
Denver,Chili's,3.0,112,Tex-Mex,579
Denver,Lazy Dog Sports Bar & Grill - Erie,3.0,200,American (Traditional),16
Denver,Lazy Dog Sports Bar & Grill - Erie,3.0,200,Sports Bars,542
Denver,Lazy Dog Sports Bar & Grill - Erie,3.0,200,Desserts,188
Denver,Chili's,3.0,44,Bars,58
Denver,Chili's,3.0,44,American (Traditional),16
Denver,Chili's,3.0,44,Tex-Mex,579
Denver,Las Potrancas,3.0,157,Mexican,370
Denver,Las Potrancas,3.0,157,Bars,58
Denver,Las Potrancas,3.0,157,Seafood,502
Denver,Challengers Sports Bar & Restaurant,3.0,172,Sports Bars,542
Denver,Challengers Sports Bar & Restaurant,3.0,172,Chicken Wings,135
Denver,Challengers Sports Bar & Restaurant,3.0,172,Pizza,444
Denver,Parry's Pizzeria & Taphouse,3.0,102,Pizza,444
Denver,Parry's Pizzeria & Taphouse,3.0,102,Italian,312
Denver,Parry's Pizzeria & Taphouse,3.0,102,Beer Bar,67
Denver,Charlie's,3.0,219,Dance Clubs,181
Denver,Charlie's,3.0,219,Gay Bars,245
Denver,Cleopatra's Piano Lounge,3.0,16,Lounges,349
Denver,Cleopatra's Piano Lounge,3.0,16,Karaoke,320
Denver,Old Chicago Pizza + Taproom,3.0,286,Pizza,444
Denver,Old Chicago Pizza + Taproom,3.0,286,Sports Bars,542
Denver,Old Chicago Pizza + Taproom,3.0,286,American (Traditional),16
Denver,Three Dogs Tavern,3.0,173,Pubs,469
Denver,Three Dogs Tavern,3.0,173,American (Traditional),16
Denver,Wild Goose Saloon,3.0,66,Music Venues,384
Denver,Wild Goose Saloon,3.0,66,Bars,58
Denver,Wild Goose Saloon,3.0,66,Venues & Event Spaces,605
Denver,Crimson and Gold,3.0,101,American (New),15
Denver,Crimson and Gold,3.0,101,Sports Bars,542
Denver,Crimson and Gold,3.0,101,Burgers,104
Denver,Davies Locker,3.0,5,Dance Clubs,181
Denver,Davies Locker,3.0,5,Sports Bars,542
Denver,Denver Improv,3.0,10,Comedy Clubs,158
Denver,Denver Improv,3.0,10,Dinner Theater,191
Denver,Fraco's Bar,3.0,5,Bars,58
Denver,Fraco's Bar,3.0,5,Music Venues,384
Denver,Stampede,3.0,69,Bars,58
Denver,Stampede,3.0,69,Dance Clubs,181
Denver,Applebee's Grill + Bar,3.0,66,American (Traditional),16
Denver,Applebee's Grill + Bar,3.0,66,Sports Bars,542
Denver,Applebee's Grill + Bar,3.0,66,Burgers,104
Denver,Ugly Dog Sports Cafe,3.0,55,Bars,58
Denver,Ugly Dog Sports Cafe,3.0,55,American (Traditional),16
Denver,Ugly Dog Sports Cafe,3.0,55,American (New),15
Denver,Zanzibar Billiards,3.0,142,Pool Halls,453
Denver,Zanzibar Billiards,3.0,142,Bars,58
Denver,Zanzibar Billiards,3.0,142,American (Traditional),16
Denver,Applebee's Grill + Bar,3.0,128,American (Traditional),16
Denver,Applebee's Grill + Bar,3.0,128,Sports Bars,542
Denver,Applebee's Grill + Bar,3.0,128,Burgers,104
Denver,Las Palmas,3.0,100,Mexican,370
Denver,Las Palmas,3.0,100,Bars,58
Denver,Las Palmas,3.0,100,Breakfast & Brunch,95
Denver,El Tapatio,3.0,229,Mexican,370
Denver,El Tapatio,3.0,229,Sports Bars,542
Denver,Leo's Sports Bar & Billiards,3.0,4,Sports Bars,542
Denver,Leo's Sports Bar & Billiards,3.0,4,Pool Halls,453
Denver,Brothers Bar & Grill,2.5,359,Sports Bars,542
Denver,Brothers Bar & Grill,2.5,359,American (Traditional),16
Denver,Brothers Bar & Grill,2.5,359,Burgers,104
Denver,3 Victoria Conifer,2.5,115,Mexican,370
Denver,3 Victoria Conifer,2.5,115,Bars,58
Denver,Dierks Bentley's Whiskey Row,2.5,155,Sports Bars,542
Denver,Dierks Bentley's Whiskey Row,2.5,155,American (Traditional),16
Denver,Dierks Bentley's Whiskey Row,2.5,155,Breakfast & Brunch,95
Denver,Old Chicago Pizza + Taproom,2.5,193,Pizza,444
Denver,Old Chicago Pizza + Taproom,2.5,193,Sports Bars,542
Denver,Old Chicago Pizza + Taproom,2.5,193,American (Traditional),16
Denver,United Club East,2.5,114,Airport Lounges,11
Denver,Olde Town Tavern & Grill,2.5,90,Bars,58
Denver,Olde Town Tavern & Grill,2.5,90,American (Traditional),16
Denver,El Tapatio,2.5,212,Mexican,370
Denver,El Tapatio,2.5,212,Seafood,502
Denver,El Tapatio,2.5,212,Cocktail Bars,154
Denver,The Thirsty Bear,2.5,80,Burgers,104
Denver,The Thirsty Bear,2.5,80,Bars,58
Denver,Old Chicago Pizza + Taproom,2.5,234,Pizza,444
Denver,Old Chicago Pizza + Taproom,2.5,234,American (Traditional),16
Denver,Old Chicago Pizza + Taproom,2.5,234,Sports Bars,542
Denver,The Gym Tavern - pizza,2.5,38,Pizza,444
Denver,The Gym Tavern - pizza,2.5,38,American (Traditional),16
Denver,The Gym Tavern - pizza,2.5,38,Pool Halls,453
Denver,West Woods Bar and Grill,2.5,39,Mexican,370
Denver,West Woods Bar and Grill,2.5,39,American (Traditional),16
Denver,West Woods Bar and Grill,2.5,39,Pubs,469
Denver,Brothers Bar & Grill,2.5,416,Sports Bars,542
Denver,Brothers Bar & Grill,2.5,416,Dance Clubs,181
Denver,Brothers Bar & Grill,2.5,416,American (Traditional),16
Denver,Old Chicago Pizza + Taproom,2.5,123,Sports Bars,542
Denver,Old Chicago Pizza + Taproom,2.5,123,American (Traditional),16
Denver,Old Chicago Pizza + Taproom,2.5,123,Pizza,444
Denver,Sand Creek Lounge,2.5,23,Lounges,349
Denver,Chili's,2.5,109,American (Traditional),16
Denver,Chili's,2.5,109,Bars,58
Denver,Chili's,2.5,109,Tex-Mex,579
Denver,Fuzzy's Taco Shop,2.5,127,Mexican,370
Denver,Fuzzy's Taco Shop,2.5,127,Bars,58
Denver,Fuzzy's Taco Shop,2.5,127,Breakfast & Brunch,95
Miami,NXT LVL Gaming,5.0,9,LAN Centers,331
Miami,Hermanos Mora Arriaga - Mexican Show Band Miami - Mariachis Miam,5.0,15,Festivals,220
Miami,Dave Aizer Public Speaking and Media Coach,5.0,5,Performing Arts,426
Miami,Dave Aizer Public Speaking and Media Coach,5.0,5,Business Consulting,110
Miami,Dave Aizer Public Speaking and Media Coach,5.0,5,Specialty Schools,538
Miami,Creative Cove,5.0,10,Paint & Sip,406
Miami,Creative Cove,5.0,10,Party & Event Planning,416
Miami,Creative Cove,5.0,10,Venues & Event Spaces,605
Miami,Pinspiration - Davie,5.0,18,Arts & Crafts,38
Miami,Pinspiration - Davie,5.0,18,Paint & Sip,406
Miami,Pinspiration - Davie,5.0,18,Summer Camps,550
Miami,Psychic Life Coaching Consultants,5.0,5,Life Coach,343
Miami,Psychic Life Coaching Consultants,5.0,5,Psychics,465
Miami,Psychic Life Coaching Consultants,5.0,5,Astrologers,42
Miami,Florida Dancesport,5.0,14,Dance Studios,183
Miami,Florida Dancesport,5.0,14,Performing Arts,426
Miami,Psychic Medium Emary,5.0,5,Psychics,465
Miami,Psychic Medium Emary,5.0,5,Psychic Mediums,464
Miami,Teatro 8,5.0,5,Performing Arts,426
Miami,Nailed It DIY Studio,5.0,11,Paint & Sip,406
Miami,Nailed It DIY Studio,5.0,11,Home Decor,284
Miami,Nailed It DIY Studio,5.0,11,Arts & Crafts,38
Miami,The Social Hub Miami,5.0,27,Museums,381
Miami,The Social Hub Miami,5.0,27,Venues & Event Spaces,605
Miami,The Witch's Garden,5.0,7,Life Coach,343
Miami,The Witch's Garden,5.0,7,Reiki,483
Miami,The Witch's Garden,5.0,7,Psychic Mediums,464
Miami,Gumbo Limbo Pottery,5.0,15,Art Classes,29
Miami,Gumbo Limbo Pottery,5.0,15,Art Galleries,31
Miami,Gumbo Limbo Pottery,5.0,15,Paint-Your-Own Pottery,408
Miami,Primo Liquors Fine Wine and Cigars,5.0,106,"Beer, Wine & Spirits",70
Miami,Primo Liquors Fine Wine and Cigars,5.0,106,Toy Stores,587
Miami,Primo Liquors Fine Wine and Cigars,5.0,106,Wine Tasting Room,631
Miami,Julia & Henry's,5.0,9,Food Court,232
Miami,Julia & Henry's,5.0,9,Bars,58
Miami,Julia & Henry's,5.0,9,Music Venues,384
Miami,Paint The Grain Studio,5.0,29,Arts & Crafts,38
Miami,Paint The Grain Studio,5.0,29,Paint & Sip,406
Miami,Paint The Grain Studio,5.0,29,Home Decor,284
Miami,The Shop Tattoo Studio,5.0,7,Piercing,442
Miami,The Shop Tattoo Studio,5.0,7,Art Galleries,31
Miami,The Shop Tattoo Studio,5.0,7,Tattoo,571
Miami,Veni Vidi Vici Social Club,5.0,36,Social Clubs,527
Miami,Veni Vidi Vici Social Club,5.0,36,Wine Bars,629
Miami,Veni Vidi Vici Social Club,5.0,36,Bookstores,86
Miami,Ana Maria Pineda,5.0,6,Life Coach,343
Miami,Ana Maria Pineda,5.0,6,Psychics,465
Miami,Ana Maria Pineda,5.0,6,Astrologers,42
Miami,Laundromat Art Space,5.0,6,Art Galleries,31
Miami,Magic Mike Live: The Tour,5.0,64,Performing Arts,426
Miami,Painting with a Twist - Davie,5.0,140,Art Classes,29
Miami,Painting with a Twist - Davie,5.0,140,Paint & Sip,406
Miami,Psychic Therapist - Ziva,5.0,10,Psychics,465
Miami,Psychic Therapist - Ziva,5.0,10,Life Coach,343
Miami,Psychic Therapist - Ziva,5.0,10,Meditation Centers,366
Miami,The Vanguard,5.0,5,Performing Arts,426
Miami,The Comedy Inn,5.0,27,Comedy Clubs,158
Miami,The Comedy Inn,5.0,27,Performing Arts,426
Miami,Fusse Studios,5.0,9,Art Galleries,31
Miami,Fusse Studios,5.0,9,Venues & Event Spaces,605
Miami,Fusse Studios,5.0,9,Music Venues,384
Miami,Satori Sounds,5.0,4,Musicians,386
Miami,Satori Sounds,5.0,4,Performing Arts,426
Miami,Satori Sounds,5.0,4,Party Equipment Rentals,420
Miami,ABRA Gallery,5.0,8,Art Galleries,31
Miami,ABRA Gallery,5.0,8,Art Consultants,30
Miami,Yaymaker,5.0,8,Party & Event Planning,416
Miami,Yaymaker,5.0,8,Paint & Sip,406
Miami,Yaymaker,5.0,8,Art Classes,29
Miami,Next Level Gaming Miami,5.0,4,LAN Centers,331
Miami,Twisted Roots Kava Brewery,4.5,55,Coffee & Tea,155
Miami,Twisted Roots Kava Brewery,4.5,55,Music Venues,384
Miami,Twisted Roots Kava Brewery,4.5,55,Bars,58
Miami,Museum of Graffiti,4.5,46,Art Galleries,31
Miami,Museum of Graffiti,4.5,46,Museums,381
Miami,Original Selfie Museum,4.5,65,Art Museums,32
Miami,Original Selfie Museum,4.5,65,Venues & Event Spaces,605
Miami,Mariachi los Mensajeros,4.5,36,Musicians,386
Miami,Mariachi los Mensajeros,4.5,36,Party & Event Planning,416
Miami,Mariachi los Mensajeros,4.5,36,Eatertainment,205
Miami,Painting with a Twist,4.5,39,Paint & Sip,406
Miami,Painting with a Twist,4.5,39,Art Classes,29
Miami,Lock and Load Miami Machine Gun Experience & Range,4.5,164,Gun/Rifle Ranges,262
Miami,Lock and Load Miami Machine Gun Experience & Range,4.5,164,Museums,381
Miami,Stranger Things: The Official Store - Miami,4.5,17,Arcades,24
Miami,Stranger Things: The Official Store - Miami,4.5,17,Pop-up Shops,455
Miami,Mariachi Voces de America,4.5,10,Performing Arts,426
Miami,Mariachi Voces de America,4.5,10,Musicians,386
Miami,O Cinema South Beach,4.5,42,Cinema,148
Miami,All-In-One Kids Entertainment,4.5,16,Clowns,152
Miami,All-In-One Kids Entertainment,4.5,16,Magicians,352
Miami,All-In-One Kids Entertainment,4.5,16,Performing Arts,426
Miami,Amparo,4.5,32,Performing Arts,426
Miami,Arcade Odyssey,4.5,197,Arcades,24
Miami,Arcade Odyssey,4.5,197,LAN Centers,331
Miami,Arcade Odyssey,4.5,197,Beer Bar,67
Miami,Paradox Museum - Miami,4.5,25,Museums,381
Miami,"Esmeralda's Earth, Wind and Fire Boutique",4.5,34,Supernatural Readings,552
Miami,"Esmeralda's Earth, Wind and Fire Boutique",4.5,34,Reiki,483
Miami,"Esmeralda's Earth, Wind and Fire Boutique",4.5,34,Religious Items,484
Miami,Jass Kitchen,4.5,82,Mediterranean,367
Miami,Jass Kitchen,4.5,82,Jazz & Blues,316
Miami,Jass Kitchen,4.5,82,Wine Bars,629
Miami,Painting with a Twist - Kendall,4.5,46,Art Classes,29
Miami,Painting with a Twist - Kendall,4.5,46,Paint & Sip,406
Miami,PaintPartyLife,4.5,13,Arts & Entertainment,39
Miami,Tower Theater Miami,4.5,53,Cinema,148
Miami,Painting with a Twist,4.5,72,Paint & Sip,406
Miami,Painting with a Twist,4.5,72,Art Classes,29
Miami,Painting with a Twist,4.5,72,Team Building Activities,574
Miami,The Doral Yard,4.5,325,Bars,58
Miami,The Doral Yard,4.5,325,Music Venues,384
Miami,The Doral Yard,4.5,325,American (Traditional),16
Miami,Celestial Treasures,4.5,85,Jewelry,318
Miami,Celestial Treasures,4.5,85,Spiritual Shop,540
Miami,Celestial Treasures,4.5,85,Psychics,465
Miami,Urban Indoor Futbol,4.5,9,Soccer,526
Miami,Urban Indoor Futbol,4.5,9,Basketball Courts,61
Miami,Urban Indoor Futbol,4.5,9,Stadiums & Arenas,547
Miami,Hollywood Hot Glass,4.5,101,Art Galleries,31
Miami,Hollywood Hot Glass,4.5,101,Glass Blowing,252
Miami,Mystical Boutique Psychic & Tarot Card Reader,4.5,42,Psychics,465
Miami,Mystical Boutique Psychic & Tarot Card Reader,4.5,42,Psychic Mediums,464
Miami,Orchid Show - Fort Lauderdale Orchid Society,5.0,4,Festivals,220
Miami,Psychic of Pembroke,5.0,3,Psychics,465
Miami,RH Art Gallery,5.0,3,Art Galleries,31
Miami,Aloha Islanders Hawaiian Entertainment,5.0,3,Performing Arts,426
Miami,Montecristo Lounge,5.0,3,Social Clubs,527
Miami,Montecristo Lounge,5.0,3,Lounges,349
Miami,Painting Picnik,5.0,3,Art Classes,29
Miami,Painting Picnik,5.0,3,Paint & Sip,406
Miami,Cherokee Billie Spiritual Advisor,5.0,3,Supernatural Readings,552
Miami,Tea & Poets,4.5,138,Coffee & Tea,155
Miami,Tea & Poets,4.5,138,Music Venues,384
Miami,Tea & Poets,4.5,138,Tea Rooms,573
Miami,Painting with a Twist - Miami Lakes,4.5,51,Art Classes,29
Miami,Painting with a Twist - Miami Lakes,4.5,51,Paint & Sip,406
Miami,Art Wynwood,4.5,11,Art Galleries,31
Miami,Art Fusion Galleries,4.5,9,Art Galleries,31
Miami,Lauderdale Yacht Club,4.5,16,Venues & Event Spaces,605
Miami,Lauderdale Yacht Club,4.5,16,Country Clubs,171
Miami,Coral Gables Art Cinema,4.5,71,Cinema,148
Miami,Rubell Museum,4.5,53,Art Museums,32
Miami,The Scape Goat,4.5,100,Cocktail Bars,154
Miami,The Scape Goat,4.5,100,Music Venues,384
Miami,Teatro Trail / Trail Theater,4.5,30,Cinema,148
Miami,Teatro Trail / Trail Theater,4.5,30,Performing Arts,426
Miami,Pop Up Paint Shop,4.5,10,Paint & Sip,406
Miami,Pop Up Paint Shop,4.5,10,Art Classes,29
Miami,Pop Up Paint Shop,4.5,10,Kids Activities,324
Miami,Anne Kolb Nature Center,4.5,76,Parks,415
Miami,Anne Kolb Nature Center,4.5,76,Rafting/Kayaking,477
Miami,Anne Kolb Nature Center,4.5,76,Museums,381
Miami,EVL World,4.5,18,Art Galleries,31
Miami,Luna Bohemia,4.5,48,Supernatural Readings,552
Miami,Luna Bohemia,4.5,48,Spiritual Shop,540
Miami,Luna Bohemia,4.5,48,Reiki,483
Miami,LIK Fine Art Miami,4.5,34,Art Galleries,31
Miami,Cinema Paradiso,4.5,17,Cinema,148
Miami,Grand Bay Club,4.5,9,Venues & Event Spaces,605
Miami,Grand Bay Club,4.5,9,Country Clubs,171
Miami,Monster Mini Golf,4.5,293,Mini Golf,373
Miami,Monster Mini Golf,4.5,293,Arcades,24
Miami,Bar Nancy,4.5,196,Cocktail Bars,154
Miami,Bar Nancy,4.5,196,Barbeque,55
Miami,Bar Nancy,4.5,196,Music Venues,384
Miami,VR Player 1 Virtual Reality Arcade ,4.5,19,Virtual Reality Centers,614
Miami,VR Player 1 Virtual Reality Arcade ,4.5,19,Arcades,24
Miami,VR Player 1 Virtual Reality Arcade ,4.5,19,Laser Tag,338
Miami,Hollywood Artspark At Young Circle,4.5,37,Playgrounds,446
Miami,Hollywood Artspark At Young Circle,4.5,37,Performing Arts,426
Miami,Hollywood Artspark At Young Circle,4.5,37,Recreation Centers,481
Miami,Mariachi Fiesta Grande Miami Florida,4.5,17,Musicians,386
Miami,Mariachi Fiesta Grande Miami Florida,4.5,17,Performing Arts,426
Miami,Actors' Playhouse At The Miracle,4.5,49,Cinema,148
Miami,Actors' Playhouse At The Miracle,4.5,49,Performing Arts,426
Miami,Psychic Advice,4.5,39,Astrologers,42
Miami,Psychic Advice,4.5,39,Psychics,465
Miami,Vuon Trai Cay Miami,4.5,11,Fruits & Veggies,240
Miami,Vuon Trai Cay Miami,4.5,11,Pick Your Own Farms,440
Miami,Coral Gables Museum,4.5,41,Museums,381
Miami,Miami Yacht Club,4.5,23,Social Clubs,527
Miami,Miami Yacht Club,4.5,23,Sailing,491
Miami,Black Craft Tattoo Collective,5.0,2,Tattoo,571
Miami,Black Craft Tattoo Collective,5.0,2,Art Galleries,31
Miami,Da Cave,4.5,4,Music Venues,384
Miami,Da Cave,4.5,4,Lounges,349
Miami,Danny Grant Variety Show,5.0,2,Clowns,152
Miami,Danny Grant Variety Show,5.0,2,Performing Arts,426
Miami,Danny Grant Variety Show,5.0,2,Magicians,352
Miami,Sher Gallery,5.0,2,Art Galleries,31
Miami,Acro Gravity Academy,5.0,2,Performing Arts,426
Miami,Acro Gravity Academy,5.0,2,Summer Camps,550
Miami,Buro79Wynwood,5.0,2,Venues & Event Spaces,605
Miami,Buro79Wynwood,5.0,2,Art Galleries,31
Miami,Buro79Wynwood,5.0,2,Jewelry,318
Miami,Havana Cafe at Hialeah Park,5.0,2,Casinos,127
Miami,Artertaining,5.0,2,Paint & Sip,406
Miami,ASK Dr Scott and Anabella,5.0,2,Ayurveda,49
Miami,ASK Dr Scott and Anabella,5.0,2,Astrologers,42
Miami,ASK Dr Scott and Anabella,5.0,2,Psychics,465
Miami,Jacaranda Country Club,4.5,24,Country Clubs,171
Miami,Conde Contemporary,5.0,2,Art Galleries,31
Miami,David Mann,5.0,2,Piano Bars,439
Miami,David Mann,5.0,2,Musicians,386
Miami,David Mann,5.0,2,Performing Arts,426
Miami,Angels Entertainment,5.0,2,Performing Arts,426
Miami,Fred Astaire,4.5,4,Dance Studios,183
Miami,Fred Astaire,4.5,4,Performing Arts,426
Miami,Soul In Vibration,5.0,2,Life Coach,343
Miami,Soul In Vibration,5.0,2,Astrologers,42
Miami,Galleries Bartoux,5.0,2,Art Galleries,31
Miami,Inbattle,5.0,2,Virtual Reality Centers,614
Miami,Face Body & Soul by Patricia Derizans,5.0,2,Skin Care,520
Miami,Face Body & Soul by Patricia Derizans,5.0,2,Reiki,483
Miami,Face Body & Soul by Patricia Derizans,5.0,2,Supernatural Readings,552
Miami,Sekond Nature Band,4.5,4,Performing Arts,426
Miami,Sekond Nature Band,4.5,4,Party & Event Planning,416
Miami,Sekond Nature Band,4.5,4,Musicians,386
Miami,BaseCamp,5.0,2,Cultural Center,175
Miami,Psychic Healing Shop,5.0,2,Psychic Mediums,464
Miami,Psychic Healing Shop,5.0,2,Reiki,483
Miami,The Bend Liquor Lounge,4.0,211,Lounges,349
Miami,The Bend Liquor Lounge,4.0,211,Music Venues,384
Miami,The Bend Liquor Lounge,4.0,211,Karaoke,320
Miami,Jada Coles,4.0,72,Cocktail Bars,154
Miami,Jada Coles,4.0,72,Music Venues,384
Miami,The Wolfsonian-FIU,4.0,73,Museums,381
Miami,Paragon Ridge 8,4.0,179,Cinema,148
Miami,The Lapidus Lounge,4.0,5,Cocktail Bars,154
Miami,The Lapidus Lounge,4.0,5,Music Venues,384
Miami,Icebox Cafe,4.0,389,American (New),15
Miami,Icebox Cafe,4.0,389,Cafes,114
Miami,Icebox Cafe,4.0,389,Music Venues,384
Miami,Coopers Hawk Winery & Restaurants,4.0,996,American (New),15
Miami,Coopers Hawk Winery & Restaurants,4.0,996,Wine Tasting Room,631
Miami,The Angry Warthhog Saloon,4.0,26,American (Traditional),16
Miami,The Angry Warthhog Saloon,4.0,26,Sports Bars,542
Miami,The Angry Warthhog Saloon,4.0,26,Music Venues,384
Miami,Sip Tales,4.0,22,Paint & Sip,406
Miami,South Miami Art Festival,4.0,11,Festivals,220
Miami,Wynwoods Glass and Vape,4.0,23,Vape Shops,601
Miami,Wynwoods Glass and Vape,4.0,23,Head Shops,272
Miami,Wynwoods Glass and Vape,4.0,23,Art Galleries,31
Miami,Leisure Time Cinema,4.5,3,Cinema,148
Miami,Chakra Healing & Reiki,4.5,3,Supernatural Readings,552
Miami,Chakra Healing & Reiki,4.5,3,Reiki,483
Miami,Chakra Healing & Reiki,4.5,3,Yoga,636
Miami,The Selfie Room Miami Beach,4.5,3,Venues & Event Spaces,605
Miami,The Selfie Room Miami Beach,4.5,3,Art Galleries,31
Miami,The Selfie Room Miami Beach,4.5,3,Art Museums,32
Miami,KROMA,4.5,3,Art Galleries,31
Miami,KROMA,4.5,3,Venues & Event Spaces,605
Miami,Psychic Vision Center,4.0,66,Psychics,465
Miami,The Betsy Hotel,4.0,286,Hotels,296
Miami,The Betsy Hotel,4.0,286,Jazz & Blues,316
Miami,Veterans of Foreign Wars Post 3559,4.0,35,Dive Bars,195
Miami,Veterans of Foreign Wars Post 3559,4.0,35,Veterans Organizations,607
Miami,Gramps,4.0,424,Bars,58
Miami,Gramps,4.0,424,Music Venues,384
Miami,Gramps,4.0,424,Comedy Clubs,158
Miami,The Velvet House,4.0,8,Paint & Sip,406
Miami,Paranoia Miami,4.0,93,Haunted Houses,270
Miami,Paranoia Miami,4.0,93,Nightlife,393
Miami,Okeydokey,4.0,44,Cocktail Bars,154
Miami,Okeydokey,4.0,44,Food Court,232
Miami,Okeydokey,4.0,44,Music Venues,384
Miami,Schnebly Redland's Winery,4.0,1410,Wineries,633
Miami,Cauley Square Shops,4.0,63,Antiques,19
Miami,Cauley Square Shops,4.0,63,Art Galleries,31
Miami,Rocket World,4.0,41,Laser Tag,338
Miami,Rocket World,4.0,41,Arcades,24
Miami,Rocket World,4.0,41,Kids Activities,324
Miami,The Fish House,4.0,675,Seafood,502
Miami,The Fish House,4.0,675,Jazz & Blues,316
Miami,The Fish House,4.0,675,Cajun/Creole,116
Miami,Cooper's Hawk Winery & Restaurants - Dania Beach,4.0,319,American (New),15
Miami,Cooper's Hawk Winery & Restaurants - Dania Beach,4.0,319,Wine Bars,629
Miami,Cooper's Hawk Winery & Restaurants - Dania Beach,4.0,319,Wine Tasting Room,631
Miami,"Institute of Contemporary Art, Miami",4.0,38,Art Museums,32
Miami,"Institute of Contemporary Art, Miami",4.0,38,Art Tours,37
Miami,Carousel Club,4.0,87,Cocktail Bars,154
Miami,Carousel Club,4.0,87,Music Venues,384
Miami,Carousel Club,4.0,87,Food Stands,234
Miami,Ball & Chain,4.0,1211,Music Venues,384
Miami,Ball & Chain,4.0,1211,Cocktail Bars,154
Miami,Ball & Chain,4.0,1211,Cuban,174
Miami,De' Medici Gallery,5.0,1,Art Galleries,31
Miami,Jon Saxx Entertainment Group,5.0,1,Performing Arts,426
Miami,Jon Saxx Entertainment Group,5.0,1,Musicians,386
Miami,Fibega,5.0,1,Festivals,220
Miami,Botanica Babalawo Santero,5.0,1,Spiritual Shop,540
Miami,Botanica Babalawo Santero,5.0,1,Psychics,465
Miami,Botanica Babalawo Santero,5.0,1,Reiki,483
Miami,Carnaval Miami,5.0,1,Festivals,220
Miami,Psychic Sylvia,5.0,1,Psychics,465
Miami,Psychic Sylvia,5.0,1,Life Coach,343
Miami,Art Galori the Gallery,5.0,1,Cultural Center,175
Miami,Art Galori the Gallery,5.0,1,Art Galleries,31
Miami,Art Galori the Gallery,5.0,1,Venues & Event Spaces,605
Miami,Surreal 360 Exp,5.0,1,Art Tours,37
Miami,Surreal 360 Exp,5.0,1,Museums,381
Miami,A1 Entertainment Services,5.0,1,Performing Arts,426
Miami,A1 Entertainment Services,5.0,1,DJs,180
Miami,Santas Circus And Magical Village,5.0,1,Performing Arts,426
Miami,Palm and Tarot Center,5.0,1,Supernatural Readings,552
Miami,Furia,5.0,1,Arcades,24
Miami,Live Tables Entertainment & Catering,5.0,1,Caterers,128
Miami,Live Tables Entertainment & Catering,5.0,1,Performing Arts,426
Miami,Live Tables Entertainment & Catering,5.0,1,Wedding Chapels,623
Miami,Sunrise psychic,5.0,1,Psychics,465
Miami,Farm picked for you,5.0,1,Organic Stores,401
Miami,Farm picked for you,5.0,1,Food Delivery Services,233
Miami,Farm picked for you,5.0,1,Pick Your Own Farms,440
Miami,Spiritual Psychic Gabriella,5.0,1,Psychics,465
Miami,Psychic boutique ,5.0,1,Psychics,465
Miami,Psychic boutique ,5.0,1,Psychic Mediums,464
Miami,Psychic boutique ,5.0,1,Gift Shops,250
Miami,Psychic Medium Deborah Graham,5.0,1,Life Coach,343
Miami,Psychic Medium Deborah Graham,5.0,1,Matchmakers,359
Miami,Psychic Medium Deborah Graham,5.0,1,Psychic Mediums,464
Miami,Psychic Answers,5.0,1,Psychics,465
Miami,YoYoChamp Productions,5.0,1,Arts & Entertainment,39
Miami,MyGames2Go,5.0,1,Game Truck Rental,242
Miami,MyGames2Go,5.0,1,Virtual Reality Centers,614
Miami,Native American Psychic,5.0,1,Psychic Mediums,464
Miami,Native American Psychic,5.0,1,Astrologers,42
Miami,Native American Psychic,5.0,1,Psychics,465
Miami,The Stormont Kings Chess Program,5.0,1,Social Clubs,527
Miami,The Stormont Kings Chess Program,5.0,1,Specialty Schools,538
Miami,The Stormont Kings Chess Program,5.0,1,Private Tutors,462
Miami,Elaine Psychic,5.0,1,Psychics,465
Miami,Elaine Psychic,5.0,1,Psychic Mediums,464
Miami,Elaine Psychic,5.0,1,Life Coach,343
Miami,Lila Lotus Transformational Coach,5.0,1,Life Coach,343
Miami,Lila Lotus Transformational Coach,5.0,1,Supernatural Readings,552
Miami,Lila Lotus Transformational Coach,5.0,1,Reiki,483
Miami,Gauchito Futsal,5.0,1,Trainers,589
Miami,Gauchito Futsal,5.0,1,Stadiums & Arenas,547
Miami,Alan Chamo - Mentalist,5.0,1,Magicians,352
Miami,Alan Chamo - Mentalist,5.0,1,Performing Arts,426
Miami,The Sorcerer's Mansion - Divination By Tiffany,5.0,1,Psychics,465
Miami,Musart Boutique,5.0,1,Art Museums,32
Miami,Musart Boutique,5.0,1,Gift Shops,250
Miami,Psychic Gia - Spiritual Botanica Reader & Tarot Cards,5.0,1,Psychics,465
Miami,Buick Building,5.0,1,Art Museums,32
Miami,Bonded by Ink,5.0,1,Art Galleries,31
Miami,Bonded by Ink,5.0,1,Tattoo,571
Miami,Bonded by Ink,5.0,1,Piercing,442
Miami,Oakland Park Selfie Museum,5.0,1,Session Photography,508
Miami,Oakland Park Selfie Museum,5.0,1,Museums,381
Miami,360 Action,5.0,1,Virtual Reality Centers,614
Miami,Guy Bavli - Master of the Mind,5.0,1,Performing Arts,426
Miami,Guy Bavli - Master of the Mind,5.0,1,Magicians,352
Miami,Psychic Readings By Yardley,5.0,1,Supernatural Readings,552
Miami,Pembroke Pines Psychic,5.0,1,Psychics,465
Miami,Lifecouch,5.0,1,Life Coach,343
Miami,Lifecouch,5.0,1,Psychics,465
Miami,Psychic Readings And Tarot Card Readings,5.0,1,Psychics,465
