city,name,rating,review_count,categories,location,latitude,longitude
Denver,Maize in the City,3.5,22,Pumpkin Patches,"{'address1': '10451 McKay Rd', 'address2': None, 'address3': None, 'city': 'Thornton', 'zip_code': '80233', 'country': 'US', 'state': 'CO', 'display_address': ['10451 McKay Rd', 'Thornton, CO 80233']}",39.88580888123629,-104.91697157116434
Denver,Voss Art + Home,3.5,6,Furniture Stores,"{'address1': '2037 13th St', 'address2': '', 'address3': '', 'city': 'Boulder', 'zip_code': '80302', 'country': 'US', 'state': 'CO', 'display_address': ['2037 13th St', 'Boulder, CO 80302']}",40.0187405,-105.2792903
Denver,Havana Park Off Track Betting,2.0,5,Sports Betting,"{'address1': '10750 E Iliff Ave', 'address2': '', 'address3': '', 'city': 'Aurora', 'zip_code': '80014', 'country': 'US', 'state': 'CO', 'display_address': ['10750 E Iliff Ave', 'Aurora, CO 80014']}",39.673929843773564,-104.86333520384211
Denver,Goalmaster28 Productions,1.5,3,Television Stations,"{'address1': '8801 Fox Dr', 'address2': '', 'address3': '', 'city': 'Thornton', 'zip_code': '80260', 'country': 'US', 'state': 'CO', 'display_address': ['8801 Fox Dr', 'Thornton, CO 80260']}",39.8568090875139,-104.994531543245
Denver,Maize in the City,3.5,22,Pumpkin Patches,"{'address1': '10451 McKay Rd', 'address2': None, 'address3': None, 'city': 'Thornton', 'zip_code': '80233', 'country': 'US', 'state': 'CO', 'display_address': ['10451 McKay Rd', 'Thornton, CO 80233']}",39.88580888123629,-104.91697157116434
Denver,Jad’s Mile High Smoke,5.0,6,Cannabis Dispensaries,"{'address1': '7667 Washington St', 'address2': None, 'address3': '', 'city': 'Denver', 'zip_code': '80229', 'country': 'US', 'state': 'CO', 'display_address': ['7667 Washington St', 'Denver, CO 80229']}",39.835743672529865,-104.97850668845506
Denver,Edgewater Public Market,4.0,229,Flea Markets,"{'address1': '5505 West 20th Ave', 'address2': None, 'address3': '', 'city': 'Edgewater', 'zip_code': '80214', 'country': 'US', 'state': 'CO', 'display_address': ['5505 West 20th Ave', 'Edgewater, CO 80214']}",39.74914922443379,-105.05718245890881
Denver,Garage Sale Vintage,4.5,3,"Used, Vintage & Consignment","{'address1': '390 S Teller St', 'address2': None, 'address3': '', 'city': 'Lakewood', 'zip_code': '80226', 'country': 'US', 'state': 'CO', 'display_address': ['390 S Teller St', 'Lakewood, CO 80226']}",39.709383,-105.07665
Denver,Scissors & Scotch,3.5,5,Barbers,"{'address1': '12227 Pine Bluffs Way', 'address2': 'Ste 109', 'address3': None, 'city': 'Parker', 'zip_code': '80134', 'country': 'US', 'state': 'CO', 'display_address': ['12227 Pine Bluffs Way', 'Ste 109', 'Parker, CO 80134']}",39.49434864282122,-104.75971116
Denver,Meskerem,3.5,17,Eritrean,"{'address1': '1121 S Peoria St', 'address2': '', 'address3': '', 'city': 'Aurora', 'zip_code': '80012', 'country': 'US', 'state': 'CO', 'display_address': ['1121 S Peoria St', 'Aurora, CO 80012']}",39.695915222168,-104.847564697266
Miami,The Shop Tattoo Studio,5.0,7,Piercing,"{'address1': '1988 W 60th St', 'address2': None, 'address3': '', 'city': 'Hialeah', 'zip_code': '33012', 'country': 'US', 'state': 'FL', 'display_address': ['1988 W 60th St', 'Hialeah, FL 33012']}",25.8763378,-80.3224482116394
Miami,ABRA Gallery,5.0,8,Art Consultants,"{'address1': '713 East Las Olas Blvd', 'address2': '', 'address3': '', 'city': 'Fort Lauderdale', 'zip_code': '33301', 'country': 'US', 'state': 'FL', 'display_address': ['713 East Las Olas Blvd', 'Fort Lauderdale, FL 33301']}",26.119515,-80.135902
Miami,"Esmeralda's Earth, Wind and Fire Boutique",4.5,34,Religious Items,"{'address1': '12345 SW 224th St', 'address2': '', 'address3': 'Cottage 12345', 'city': 'Miami', 'zip_code': '33170', 'country': 'US', 'state': 'FL', 'display_address': ['12345 SW 224th St', 'Cottage 12345', 'Miami, FL 33170']}",25.559057,-80.391519
Miami,Live Tables Entertainment & Catering,5.0,1,Wedding Chapels,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Hollywood', 'zip_code': '33020', 'country': 'US', 'state': 'FL', 'display_address': ['Hollywood, FL 33020']}",26.0193004608154,-80.1523742675781
Miami,Bonded by Ink,5.0,1,Piercing,"{'address1': '111 S 21st Ave', 'address2': None, 'address3': '', 'city': 'Hollywood', 'zip_code': '33020', 'country': 'US', 'state': 'FL', 'display_address': ['111 S 21st Ave', 'Hollywood, FL 33020']}",26.01092,-80.148695
Miami,Squirtin Ink,5.0,1,Piercing,"{'address1': '10 NE 3rd St', 'address2': None, 'address3': '', 'city': 'Homestead', 'zip_code': '33034', 'country': 'US', 'state': 'FL', 'display_address': ['10 NE 3rd St', 'Homestead, FL 33034']}",25.451123,-80.476218
Miami,F.R.I.E.N.D.S. Horse Rescue & Sanctuary,3.5,3,Animal Shelters,"{'address1': '19801 Sheridan St', 'address2': '', 'address3': '', 'city': 'Southwest Ranches', 'zip_code': '33332', 'country': 'US', 'state': 'FL', 'display_address': ['19801 Sheridan St', 'Southwest Ranches, FL 33332']}",26.0317012,-80.4155338
Miami,JW Marriott Miami Turnberry Resort & Spa,3.0,276,Resorts,"{'address1': '19999 West Country Club Drive', 'address2': '', 'address3': '', 'city': 'Aventura', 'zip_code': '33180', 'country': 'US', 'state': 'FL', 'display_address': ['19999 West Country Club Drive', 'Aventura, FL 33180']}",25.960177,-80.137729
Miami,Live Tattoo,2.5,17,Piercing,"{'address1': '6735 Coral Way', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33155', 'country': 'US', 'state': 'FL', 'display_address': ['6735 Coral Way', 'Miami, FL 33155']}",25.7485957208054,-80.3045143839799
Miami,Flying with Air,3.0,2,Herbal Shops,"{'address1': '19501 Biscayne Blvd', 'address2': None, 'address3': '', 'city': 'Aventura', 'zip_code': '33180', 'country': 'US', 'state': 'FL', 'display_address': ['19501 Biscayne Blvd', 'Aventura, FL 33180']}",25.95637,-80.14637
Miami,The 9th Chakra,2.0,30,"Books, Mags, Music & Video","{'address1': '1621 Alton Rd', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1621 Alton Rd', 'Miami Beach, FL 33139']}",25.78972,-80.1410451
Miami,Get Tanked South Florida,5.0,9,Snorkeling,"{'address1': '', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33187', 'country': 'US', 'state': 'FL', 'display_address': ['Miami, FL 33187']}",25.5994424,-80.4660256
Miami,Citycarts,5.0,10,Golf Cart Rentals,"{'address1': '429 Lenox Ave', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['429 Lenox Ave', 'Miami Beach, FL 33139']}",25.7738091,-80.1392789
Miami,Paddleboard Miami - TKS MIAMI,5.0,6,Kiteboarding,"{'address1': '1784 West Ave', 'address2': '', 'address3': 'Bay 6 & 7', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1784 West Ave', 'Bay 6 & 7', 'Miami Beach, FL 33139']}",25.7934493980566,-80.1427498635712
Miami,Mad Monkey Events,5.0,6,Party Characters,"{'address1': '3152 W Pembroke Rd', 'address2': '', 'address3': '', 'city': 'Hallandale', 'zip_code': '33009', 'country': 'US', 'state': 'FL', 'display_address': ['3152 W Pembroke Rd', 'Hallandale, FL 33009']}",25.99571,-80.17031
Miami,Weekend PE,5.0,5,Bubble Soccer,"{'address1': '15000 SW 92nd Ave', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33176', 'country': 'US', 'state': 'FL', 'display_address': ['15000 SW 92nd Ave', 'Miami, FL 33176']}",25.731131789460512,-80.32500446115444
Miami,Game Rollers,5.0,5,Bubble Soccer,"{'address1': None, 'address2': None, 'address3': '', 'city': 'Miramar', 'zip_code': '33027', 'country': 'US', 'state': 'FL', 'display_address': ['Miramar, FL 33027']}",26.00021,-80.32356
Miami,South Florida Kiteboarding,5.0,12,Kiteboarding,"{'address1': '3301 Rickenbacker Cswy', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33149', 'country': 'US', 'state': 'FL', 'display_address': ['3301 Rickenbacker Cswy', 'Miami, FL 33149']}",25.74673,-80.1759
Miami,Island Water Sports Surf Shop,5.0,36,Skate Shops,"{'address1': '16231 Biscayne Blvd', 'address2': '', 'address3': '', 'city': 'North Miami Beach', 'zip_code': '33160', 'country': 'US', 'state': 'FL', 'display_address': ['16231 Biscayne Blvd', 'North Miami Beach, FL 33160']}",25.925679,-80.1534024
Miami,2nd Street Surf Shop,5.0,14,Skate Shops,"{'address1': '3159 E Atlantic Blvd', 'address2': None, 'address3': None, 'city': 'Pompano Beach', 'zip_code': '33062', 'country': 'US', 'state': 'FL', 'display_address': ['3159 E Atlantic Blvd', 'Pompano Beach, FL 33062']}",26.232261432759405,-80.09283569322976
Miami,Biscayne National Park Institute,5.0,229,Snorkeling,"{'address1': '9700 SW 328th St', 'address2': None, 'address3': '', 'city': 'Homestead', 'zip_code': '33035', 'country': 'US', 'state': 'FL', 'display_address': ['9700 SW 328th St', 'Homestead, FL 33035']}",25.4643999192436,-80.3347023361572
Miami,Hirooka Surf and Sport,5.0,16,Kiteboarding,"{'address1': '40 Island Ave', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['40 Island Ave', 'Miami, FL 33139']}",25.79205,-80.14814
Miami,SoBe Surf,5.0,21,Surf Schools,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['Miami Beach, FL 33139']}",25.7665011351145,-80.1309526972228
Miami,Miami Beach Scooter,4.5,63,Motorcycle Dealers,"{'address1': '213 6th St', 'address2': None, 'address3': None, 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['213 6th St', 'Miami Beach, FL 33139']}",25.7756594,-80.1330848
Miami,Miami Beach Scooter,4.5,63,Scooter Rentals,"{'address1': '213 6th St', 'address2': None, 'address3': None, 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['213 6th St', 'Miami Beach, FL 33139']}",25.7756594,-80.1330848
Miami,Zenfinity Massage and Wellness,4.5,34,Eyelash Service,"{'address1': '3580 Mystic Pointe Dr', 'address2': '', 'address3': '', 'city': 'Aventura', 'zip_code': '33180', 'country': 'US', 'state': 'FL', 'display_address': ['3580 Mystic Pointe Dr', 'Aventura, FL 33180']}",25.9534534,-80.12848485137431
Miami,Hollywood Parasail,4.5,12,Parasailing,"{'address1': '2501 N Broadwalk', 'address2': None, 'address3': '', 'city': 'Hollywood', 'zip_code': '33019', 'country': 'US', 'state': 'FL', 'display_address': ['2501 N Broadwalk', 'Hollywood, FL 33019']}",26.0271946,-80.1154502
Miami,Grove Scuba,4.5,37,Diving,"{'address1': '2809 SW 27th Ave', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33133', 'country': 'US', 'state': 'FL', 'display_address': ['2809 SW 27th Ave', 'Miami, FL 33133']}",25.7386087,-80.2376292
Miami,South Beach Parasail,4.5,88,Parasailing,"{'address1': '1601 Collins Ave', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1601 Collins Ave', 'Miami Beach, FL 33139']}",25.7897340682315,-80.1270415371615
Miami,Divers Paradise Key Biscayne,4.5,61,Snorkeling,"{'address1': '4000 Crandon Blvd', 'address2': '', 'address3': '', 'city': 'Key Biscayne', 'zip_code': '33149', 'country': 'US', 'state': 'FL', 'display_address': ['4000 Crandon Blvd', 'Key Biscayne, FL 33149']}",25.7270274188746,-80.1559710502625
Miami,Waterway Adventures,4.5,14,Surf Schools,"{'address1': '1112 N Ocean Blvd', 'address2': '', 'address3': '', 'city': 'Hollywood', 'zip_code': '33019', 'country': 'US', 'state': 'FL', 'display_address': ['1112 N Ocean Blvd', 'Hollywood, FL 33019']}",26.019546249717788,-80.11724644475787
Miami,Skydive Miami,4.5,65,Skydiving,"{'address1': '28730 SW 217th Ave', 'address2': '', 'address3': '', 'city': 'Homestead', 'zip_code': '33030', 'country': 'US', 'state': 'FL', 'display_address': ['28730 SW 217th Ave', 'Homestead, FL 33030']}",25.50162,-80.548632
Miami,Adventure Sports Kitesurfing School,4.5,15,Kiteboarding,"{'address1': '9610 Old Cutler Rd', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33156', 'country': 'US', 'state': 'FL', 'display_address': ['9610 Old Cutler Rd', 'Miami, FL 33156']}",25.6800669705481,-80.2566585078125
Miami,Sea Rocket So Flo Parasail,4.5,15,Parasailing,"{'address1': '801 Seabreeze Blvd', 'address2': 'Slip I-939', 'address3': '', 'city': 'Fort Lauderdale', 'zip_code': '33316', 'country': 'US', 'state': 'FL', 'display_address': ['801 Seabreeze Blvd', 'Slip I-939', 'Fort Lauderdale, FL 33316']}",26.112423234054774,-80.10591678506086
Miami,Redland Koi & Pond,4.5,20,Local Fish Stores,"{'address1': '25600 SW 147th Ave', 'address2': None, 'address3': '', 'city': 'Homestead', 'zip_code': '33032', 'country': 'US', 'state': 'FL', 'display_address': ['25600 SW 147th Ave', 'Homestead, FL 33032']}",25.528846427126844,-80.42930530000001
Miami,Jet Ski King,5.0,3,Beach Equipment Rentals,"{'address1': '16701 Collins Ave', 'address2': None, 'address3': '', 'city': 'Sunny Isles Beach', 'zip_code': '33160', 'country': 'US', 'state': 'FL', 'display_address': ['16701 Collins Ave', 'Sunny Isles Beach, FL 33160']}",25.93077,-80.12118
Miami,Fort Lauderdale Paddle Sports,5.0,3,Snorkeling,"{'address1': '4326 Bougainvilla Dr', 'address2': '', 'address3': '', 'city': 'Lauderdale by the Sea', 'zip_code': '33308', 'country': 'US', 'state': 'FL', 'display_address': ['4326 Bougainvilla Dr', 'Lauderdale by the Sea, FL 33308']}",26.188869,-80.09717
Miami,Key Largo Water Fun,5.0,3,Snorkeling,"{'address1': '112 La Paloma Rd', 'address2': None, 'address3': '', 'city': 'Key Largo', 'zip_code': '33037', 'country': 'US', 'state': 'FL', 'display_address': ['112 La Paloma Rd', 'Key Largo, FL 33037']}",25.115373019798152,-80.411996
Miami,KB Events,5.0,3,Bubble Soccer,"{'address1': '14271 SW 120th St', 'address2': 'Ste 108', 'address3': '', 'city': 'Miami', 'zip_code': '33186', 'country': 'US', 'state': 'FL', 'display_address': ['14271 SW 120th St', 'Ste 108', 'Miami, FL 33186']}",25.656981,-80.4257366
Miami,Deco Divers,4.5,17,Snorkeling,"{'address1': '300 Alton Rd', 'address2': '', 'address3': None, 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['300 Alton Rd', 'Miami Beach, FL 33139']}",25.7710686053083,-80.1393486027552
Miami,Scooters2U,4.5,30,Scooter Rentals,"{'address1': '333 W 41st St', 'address2': 'Ste 722', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33140', 'country': 'US', 'state': 'FL', 'display_address': ['333 W 41st St', 'Ste 722', 'Miami Beach, FL 33140']}",25.814058,-80.127225
Miami,High Impact Watersports,4.5,21,Flyboarding,"{'address1': '', 'address2': None, 'address3': None, 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['Miami, FL 33132']}",25.78119,-80.19068
Miami,Strictly Fish,4.5,21,Aquarium Services,"{'address1': '8373 SW 40th St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33155', 'country': 'US', 'state': 'FL', 'display_address': ['8373 SW 40th St', 'Miami, FL 33155']}",25.73331,-80.331164
Miami,Strictly Fish,4.5,21,Local Fish Stores,"{'address1': '8373 SW 40th St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33155', 'country': 'US', 'state': 'FL', 'display_address': ['8373 SW 40th St', 'Miami, FL 33155']}",25.73331,-80.331164
Miami,Miami Beach Flyboard and Jet Ski Rentals,4.5,37,Flyboarding,"{'address1': '1275 NE 79th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33138', 'country': 'US', 'state': 'FL', 'display_address': ['1275 NE 79th St', 'Miami, FL 33138']}",25.849661118361727,-80.1671277
Miami,SuperFlight,4.5,8,Skydiving,"{'address1': '1111 Parrot Jungle Trl', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['1111 Parrot Jungle Trl', 'Miami, FL 33132']}",25.777824531434096,-80.18695538848212
Miami,Ace Diving,4.5,6,Snorkeling,"{'address1': '401 Biscayne Blvd', 'address2': 'Pier 5 Slip 33', 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['401 Biscayne Blvd', 'Pier 5 Slip 33', 'Miami, FL 33132']}",25.77914,-80.1868
Miami,Tigertail Lake Recreational Center,4.5,23,Water Parks,"{'address1': '580 Gulf Stream Way', 'address2': '', 'address3': '', 'city': 'Dania Beach', 'zip_code': '33004', 'country': 'US', 'state': 'FL', 'display_address': ['580 Gulf Stream Way', 'Dania Beach, FL 33004']}",26.0602098708199,-80.1666847988963
Miami,Island Adventures,5.0,2,Snorkeling,"{'address1': '', 'address2': None, 'address3': '', 'city': 'Islamorada', 'zip_code': '33036', 'country': 'US', 'state': 'FL', 'display_address': ['Islamorada, FL 33036']}",24.91583,-80.63754
Miami,Blu Bros Yachts and Charters,5.0,2,Boat Dealers,"{'address1': '13499 Biscayne Blvd', 'address2': 'Ste CU106, Unit E', 'address3': '', 'city': 'Miami', 'zip_code': '33181', 'country': 'US', 'state': 'FL', 'display_address': ['13499 Biscayne Blvd', 'Ste CU106, Unit E', 'Miami, FL 33181']}",25.899615,-80.159693
Miami,Lollipops & Gumdrops Children's Spa,5.0,2,Nail Salons,"{'address1': '1119 NW 3rd Ave', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33136', 'country': 'US', 'state': 'FL', 'display_address': ['1119 NW 3rd Ave', 'Miami, FL 33136']}",25.7851111,-80.1995969
Miami,Miami Yacht Access,5.0,2,Boat Dealers,"{'address1': '900 Biscayne Blvd', 'address2': 'Ste 1202B', 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['900 Biscayne Blvd', 'Ste 1202B', 'Miami, FL 33132']}",25.78363,-80.18991
Miami,Tarpoon Lagoon Dive Center,4.0,64,Snorkeling,"{'address1': '300 Alton Rd', 'address2': 'Ste 110', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['300 Alton Rd', 'Ste 110', 'Miami Beach, FL 33139']}",25.771822653008183,-80.13998776012036
Miami,Miami Skydiving Center,4.0,174,Skydiving,"{'address1': '14300 SW 129th St', 'address2': 'Ste 201', 'address3': '', 'city': 'Miami', 'zip_code': '33186', 'country': 'US', 'state': 'FL', 'display_address': ['14300 SW 129th St', 'Ste 201', 'Miami, FL 33186']}",25.6465591,-80.426524
Miami,Beach Scooter Rental and Sales,4.0,109,Motorcycle Dealers,"{'address1': '1743 Bay Rd', 'address2': None, 'address3': None, 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1743 Bay Rd', 'Miami Beach, FL 33139']}",25.7928286,-80.1433469
Miami,Beach Scooter Rental and Sales,4.0,109,Scooter Rentals,"{'address1': '1743 Bay Rd', 'address2': None, 'address3': None, 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1743 Bay Rd', 'Miami Beach, FL 33139']}",25.7928286,-80.1433469
Miami,AquaJet Miami,4.0,18,Flyboarding,"{'address1': '1717 N Bayshore Dr', 'address2': 'Ste 134', 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['1717 N Bayshore Dr', 'Ste 134', 'Miami, FL 33132']}",25.79155,-80.18694
Miami,Sea Experience,4.0,148,Snorkeling,"{'address1': '801 Seabreeze Blvd', 'address2': '', 'address3': '', 'city': 'Fort Lauderdale', 'zip_code': '33316', 'country': 'US', 'state': 'FL', 'display_address': ['801 Seabreeze Blvd', 'Fort Lauderdale, FL 33316']}",26.113554148075824,-80.10611722917366
Miami,"MB Scooter ,Paddleboard & kayak Rentals",4.0,32,Scooter Rentals,"{'address1': '1416 18th St', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1416 18th St', 'Miami Beach, FL 33139']}",25.79339683,-80.14403683
Miami,iFLY Indoor Skydiving - Fort Lauderdale,4.0,115,Skydiving,"{'address1': '11690 West State Road 84', 'address2': '', 'address3': None, 'city': 'Davie', 'zip_code': '33325', 'country': 'US', 'state': 'FL', 'display_address': ['11690 West State Road 84', 'Davie, FL 33325']}",26.1117873,-80.3048474
Miami,Fly'n Bye Motorsports,5.0,1,Scooter Rentals,"{'address1': None, 'address2': None, 'address3': None, 'city': 'Miami', 'zip_code': '33131', 'country': 'US', 'state': 'FL', 'display_address': ['Miami, FL 33131']}",25.76599,-80.19064
Miami,Theodoli Marine Group,5.0,1,Boat Dealers,"{'address1': '1510 Bay Rd', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1510 Bay Rd', 'Miami Beach, FL 33139']}",25.7872335,-80.1435155
Miami,Modern Rentals,5.0,1,Scooter Rentals,"{'address1': '611 NE 5th St', 'address2': 'Ste 2', 'address3': '', 'city': 'Hallandale Beach', 'zip_code': '33009', 'country': 'US', 'state': 'FL', 'display_address': ['611 NE 5th St', 'Ste 2', 'Hallandale Beach, FL 33009']}",25.98019297988359,-80.14604075470719
Miami,Modern Rentals,5.0,1,Vacation Rentals,"{'address1': '611 NE 5th St', 'address2': 'Ste 2', 'address3': '', 'city': 'Hallandale Beach', 'zip_code': '33009', 'country': 'US', 'state': 'FL', 'display_address': ['611 NE 5th St', 'Ste 2', 'Hallandale Beach, FL 33009']}",25.98019297988359,-80.14604075470719
Miami,Affordable ATV's Worldwide,5.0,1,Motorcycle Dealers,"{'address1': None, 'address2': None, 'address3': None, 'city': 'North Miami Beach', 'zip_code': '33162', 'country': 'US', 'state': 'FL', 'display_address': ['North Miami Beach, FL 33162']}",25.92994,-80.18435
Miami,Sobe Tours and Transportation,5.0,1,Scooter Rentals,"{'address1': '524 Washington Ave', 'address2': '#101', 'address3': None, 'city': 'Miami', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['524 Washington Ave', '#101', 'Miami, FL 33139']}",25.77513,-80.134203
Miami,Florida Jet Skii,5.0,1,Beach Equipment Rentals,"{'address1': '1050 MacArthur Cswy', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['1050 MacArthur Cswy', 'Miami, FL 33132']}",25.784534198126227,-80.1747803
Miami,Beach Buddies,5.0,1,Parasailing,"{'address1': None, 'address2': None, 'address3': '', 'city': 'Hollywood', 'zip_code': '33019', 'country': 'US', 'state': 'FL', 'display_address': ['Hollywood, FL 33019']}",26.0099716186523,-80.1166305541992
Miami,Fly Key Largo - Keys Parasail,5.0,1,Parasailing,"{'address1': '103800 Overseas Hwy', 'address2': None, 'address3': '', 'city': 'Key Largo', 'zip_code': '33037', 'country': 'US', 'state': 'FL', 'display_address': ['103800 Overseas Hwy', 'Key Largo, FL 33037']}",25.14158,-80.40018
Miami,Beach Front Rentals Miami,5.0,1,Golf Cart Rentals,"{'address1': '1659 James Ave', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1659 James Ave', 'Miami Beach, FL 33139']}",25.79107,-80.13052
Miami,BouYah Watersports - Miami Beach Marina,4.0,9,Parasailing,"{'address1': '300 Alton Rd', 'address2': 'Pier A', 'address3': None, 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['300 Alton Rd', 'Pier A', 'Miami Beach, FL 33139']}",25.781942,-80.142324
Miami,AJF Aquatics,5.0,1,Local Fish Stores,"{'address1': '', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33173', 'country': 'US', 'state': 'FL', 'display_address': ['Miami, FL 33173']}",25.702187549250556,-80.35717117017352
Miami,AJF Aquatics,5.0,1,Aquarium Services,"{'address1': '', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33173', 'country': 'US', 'state': 'FL', 'display_address': ['Miami, FL 33173']}",25.702187549250556,-80.35717117017352
Miami,Star Jetski,5.0,1,Parasailing,"{'address1': '1275 NE 79th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33138', 'country': 'US', 'state': 'FL', 'display_address': ['1275 NE 79th St', 'Miami, FL 33138']}",25.84964903270102,-80.16712794299289
Miami,miami kitesurfing lessons,5.0,1,Kiteboarding,"{'address1': '1780 Purdy Ave', 'address2': '', 'address3': None, 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1780 Purdy Ave', 'Miami Beach, FL 33139']}",25.792355,-80.144413
Miami,Ride Away Sobe Scooters,5.0,1,Scooter Rentals,"{'address1': None, 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['Miami Beach, FL 33139']}",25.78521087397204,-80.14923437819245
Miami,Keys Adventures Watersports,4.0,10,Parasailing,"{'address1': '104000 Overseas Hwy', 'address2': None, 'address3': 'Big Chill Restaurant', 'city': 'Key Largo', 'zip_code': '33037', 'country': 'US', 'state': 'FL', 'display_address': ['104000 Overseas Hwy', 'Big Chill Restaurant', 'Key Largo, FL 33037']}",25.1441232,-80.3977347
Miami,Paradise Cove Water Park,4.0,31,Water Parks,"{'address1': '900 N Flamingo Rd', 'address2': '', 'address3': None, 'city': 'Pembroke Pines', 'zip_code': '33028', 'country': 'US', 'state': 'FL', 'display_address': ['900 N Flamingo Rd', 'Pembroke Pines, FL 33028']}",26.011815,-80.313943
Miami,Exotic Aquariums,4.0,45,Local Fish Stores,"{'address1': '7399 Bird Rd', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33155', 'country': 'US', 'state': 'FL', 'display_address': ['7399 Bird Rd', 'Miami, FL 33155']}",25.7332648,-80.3150046
Miami,The Advantaged Yacht Charters & Sales,4.0,7,Vacation Rentals,"{'address1': '1800 Purdy Ave', 'address2': 'Ste 3', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1800 Purdy Ave', 'Ste 3', 'Miami Beach, FL 33139']}",25.79439,-80.14479
Miami,Miami Watersports Complex,4.0,34,Water Parks,"{'address1': '401 E 65 St', 'address2': '', 'address3': '', 'city': 'Hialeah', 'zip_code': '33013', 'country': 'US', 'state': 'FL', 'display_address': ['401 E 65 St', 'Hialeah, FL 33013']}",25.886863458731792,-80.27790827710844
Miami,Sole Watersports,4.0,28,Snorkeling,"{'address1': '61 Hawks Cay Blvd', 'address2': None, 'address3': None, 'city': 'Duck Key', 'zip_code': '33050', 'country': 'US', 'state': 'FL', 'display_address': ['61 Hawks Cay Blvd', 'Duck Key, FL 33050']}",24.7770628,-80.9132226
Miami,Fort Lauderdale Parasail,4.0,27,Parasailing,"{'address1': '1005 Seabreeze Blvd', 'address2': None, 'address3': '', 'city': 'Fort Lauderdale', 'zip_code': '33316', 'country': 'US', 'state': 'FL', 'display_address': ['1005 Seabreeze Blvd', 'Fort Lauderdale, FL 33316']}",26.111066419476074,-80.10606184352123
