categories,name,rating,review_count,location,coordinates,city
"['Trainers', 'Gyms']",Anytime Fitness,4.0,27,"{'address1': '1350 S Colorado Blvd', 'address2': 'Ste 140', 'address3': '', 'city': 'Denver', 'zip_code': '80222', 'country': 'US', 'state': 'CO', 'display_address': ['1350 S Colorado Blvd', 'Ste 140', 'Denver, CO 80222']}","{'latitude': 39.692078, 'longitude': -104.939752}",Denver
"['Gyms', 'Climbing']",Rock'n & Jam'n 2,4.0,34,"{'address1': '7390 S Fraser St', 'address2': 'Unit E', 'address3': '', 'city': 'Centennial', 'zip_code': '80112', 'country': 'US', 'state': 'CO', 'display_address': ['7390 S Fraser St', 'Unit E', 'Centennial, CO 80112']}","{'latitude': 39.5830355487276, 'longitude': -104.810482263565}",Denver
"['Bowling', 'Sports Bars']",Crown Lanes Bowling Center,4.0,21,"{'address1': '2325 S Federal Blvd', 'address2': '', 'address3': None, 'city': 'Denver', 'zip_code': '80219', 'country': 'US', 'state': 'CO', 'display_address': ['2325 S Federal Blvd', 'Denver, CO 80219']}","{'latitude': 39.6742, 'longitude': -105.02726}",Denver
['Parks'],Panorama Park,4.0,4,"{'address1': '35TH Ave Fenton St', 'address2': '', 'address3': '', 'city': 'Wheat Ridge', 'zip_code': '80212', 'country': 'US', 'state': 'CO', 'display_address': ['35TH Ave Fenton St', 'Wheat Ridge, CO 80212']}","{'latitude': 39.764926, 'longitude': -105.059126}",Denver
['Soccer'],Peak Performance,4.5,2,"{'address1': '8000 S Lincoln St', 'address2': None, 'address3': '', 'city': 'Littleton', 'zip_code': '80122', 'country': 'US', 'state': 'CO', 'display_address': ['8000 S Lincoln St', 'Littleton, CO 80122']}","{'latitude': 39.57139, 'longitude': -104.9868}",Denver
"['Yoga', 'Gyms']",CorePower Yoga,4.0,8,"{'address1': '11940 Bradburn Blvd', 'address2': 'Ste 600', 'address3': '', 'city': 'Westminster', 'zip_code': '80031', 'country': 'US', 'state': 'CO', 'display_address': ['11940 Bradburn Blvd', 'Ste 600', 'Westminster, CO 80031']}","{'latitude': 39.9132800227937, 'longitude': -105.041368156672}",Denver
['Dog Parks'],Carla Madison Dog Park,4.0,4,"{'address1': '2405 E Colfax Ave', 'address2': '', 'address3': None, 'city': 'Denver', 'zip_code': '80206', 'country': 'US', 'state': 'CO', 'display_address': ['2405 E Colfax Ave', 'Denver, CO 80206']}","{'latitude': 39.7414357138245, 'longitude': -104.958972707391}",Denver
"['Gyms', 'Trainers', 'Boot Camps']",Urban Survival Fitness & Wellness,4.0,4,"{'address1': '4025 Steele St', 'address2': None, 'address3': None, 'city': 'Denver', 'zip_code': '80216', 'country': 'US', 'state': 'CO', 'display_address': ['4025 Steele St', 'Denver, CO 80216']}","{'latitude': 39.773106, 'longitude': -104.95017}",Denver
['Yoga'],CorePower Yoga,4.0,4,"{'address1': '2780 E 6th Ave', 'address2': '', 'address3': None, 'city': 'Denver', 'zip_code': '80206', 'country': 'US', 'state': 'CO', 'display_address': ['2780 E 6th Ave', 'Denver, CO 80206']}","{'latitude': 39.725405, 'longitude': -104.9548369}",Denver
['Parks'],Hopper Hollow Park,4.5,2,"{'address1': '6351 W 44th Ave', 'address2': '', 'address3': None, 'city': 'Wheat Ridge', 'zip_code': '80033', 'country': 'US', 'state': 'CO', 'display_address': ['6351 W 44th Ave', 'Wheat Ridge, CO 80033']}","{'latitude': 39.7767448, 'longitude': -105.0665685}",Denver
"['Parks', 'Recreation Centers']",Lakewood Park,4.5,2,"{'address1': '150 S Kipling Pkwy', 'address2': '', 'address3': '', 'city': 'Lakewood', 'zip_code': '80226', 'country': 'US', 'state': 'CO', 'display_address': ['150 S Kipling Pkwy', 'Lakewood, CO 80226']}","{'latitude': 39.714147, 'longitude': -105.107155}",Denver
"['Bowling', 'Venues & Event Spaces', 'Arcades']",AMF Sonesta Lanes,3.5,22,"{'address1': '8800 Grant St', 'address2': '', 'address3': '', 'city': 'Thornton', 'zip_code': '80229', 'country': 'US', 'state': 'CO', 'display_address': ['8800 Grant St', 'Thornton, CO 80229']}","{'latitude': 39.85713882, 'longitude': -104.982788}",Denver
['Yoga'],CorePower Yoga,3.5,29,"{'address1': '645 27th Way', 'address2': '', 'address3': '', 'city': 'Boulder', 'zip_code': '80305', 'country': 'US', 'state': 'CO', 'display_address': ['645 27th Way', 'Boulder, CO 80305']}","{'latitude': 39.9992693542326, 'longitude': -105.260545087167}",Denver
"['Gyms', 'Trainers', 'Tanning']",Chuze Fitness,3.5,101,"{'address1': '8601 Sheridan Blvd', 'address2': None, 'address3': '', 'city': 'Westminster', 'zip_code': '80003', 'country': 'US', 'state': 'CO', 'display_address': ['8601 Sheridan Blvd', 'Westminster, CO 80003']}","{'latitude': 39.85335482266565, 'longitude': -105.05450946096673}",Denver
['Sports Clubs'],Denver Athletic Club,3.5,54,"{'address1': '1325 Glenarm Pl', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80204', 'country': 'US', 'state': 'CO', 'display_address': ['1325 Glenarm Pl', 'Denver, CO 80204']}","{'latitude': 39.7416992, 'longitude': -104.9936829}",Denver
"['Gyms', 'Trainers', 'Tanning']",Chuze Fitness,3.5,103,"{'address1': '2253 S Monaco Pkwy', 'address2': None, 'address3': '', 'city': 'Denver', 'zip_code': '80222', 'country': 'US', 'state': 'CO', 'display_address': ['2253 S Monaco Pkwy', 'Denver, CO 80222']}","{'latitude': 39.676285, 'longitude': -104.914115}",Denver
"['Trainers', 'Gyms']",Anytime Fitness,3.5,19,"{'address1': '5111 Kipling St', 'address2': 'Unit 530', 'address3': None, 'city': 'Arvada', 'zip_code': '80033', 'country': 'US', 'state': 'CO', 'display_address': ['5111 Kipling St', 'Unit 530', 'Arvada, CO 80033']}","{'latitude': 39.7899502612253, 'longitude': -105.111558702078}",Denver
"['Bowling', 'Pool Halls']",Holiday Bowling & Billiards,3.5,39,"{'address1': '10350 W Colfax Ave', 'address2': '', 'address3': '', 'city': 'Lakewood', 'zip_code': '80215', 'country': 'US', 'state': 'CO', 'display_address': ['10350 W Colfax Ave', 'Lakewood, CO 80215']}","{'latitude': 39.7395765, 'longitude': -105.1133339}",Denver
"['Gyms', 'Trainers']",Planet Fitness,3.5,21,"{'address1': '100 Founders Pkwy', 'address2': None, 'address3': None, 'city': 'Castle Rock', 'zip_code': '80104', 'country': 'US', 'state': 'CO', 'display_address': ['100 Founders Pkwy', 'Castle Rock, CO 80104']}","{'latitude': 39.41154, 'longitude': -104.8646165}",Denver
['Yoga'],CorePower Yoga,3.5,46,"{'address1': '3390 W 32nd Ave', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80211', 'country': 'US', 'state': 'CO', 'display_address': ['3390 W 32nd Ave', 'Denver, CO 80211']}","{'latitude': 39.7617720350757, 'longitude': -105.032082751397}",Denver
['Yoga'],CorePower Yoga,3.5,28,"{'address1': '3280 28th St', 'address2': '', 'address3': '', 'city': 'Boulder', 'zip_code': '80301', 'country': 'US', 'state': 'CO', 'display_address': ['3280 28th St', 'Boulder, CO 80301']}","{'latitude': 40.033897, 'longitude': -105.257597}",Denver
"['Gyms', 'Tanning', 'Trainers']",Chuze Fitness,3.5,82,"{'address1': '650 E 102nd Ave', 'address2': '', 'address3': None, 'city': 'Thornton', 'zip_code': '80229', 'country': 'US', 'state': 'CO', 'display_address': ['650 E 102nd Ave', 'Thornton, CO 80229']}","{'latitude': 39.8812751, 'longitude': -104.9788712}",Denver
['Parks'],Bega Park,3.5,5,"{'address1': '2250 W Main St', 'address2': '', 'address3': '', 'city': 'Littleton', 'zip_code': '80120', 'country': 'US', 'state': 'CO', 'display_address': ['2250 W Main St', 'Littleton, CO 80120']}","{'latitude': 39.6132254514898, 'longitude': -105.014897885261}",Denver
"['American (New)', 'Golf', 'Sports Bars']",Topgolf,3.5,720,"{'address1': '10601 E Easter Ave', 'address2': '', 'address3': '', 'city': 'Centennial', 'zip_code': '80112', 'country': 'US', 'state': 'CO', 'display_address': ['10601 E Easter Ave', 'Centennial, CO 80112']}","{'latitude': 39.58909626626959, 'longitude': -104.8653656244278}",Denver
['Yoga'],CorePower Yoga,3.5,88,"{'address1': '333 E 13th Ave', 'address2': None, 'address3': None, 'city': 'Denver', 'zip_code': '80203', 'country': 'US', 'state': 'CO', 'display_address': ['333 E 13th Ave', 'Denver, CO 80203']}","{'latitude': 39.7370695747885, 'longitude': -104.983057151567}",Denver
['Gyms'],Raw Fitness,3.5,13,"{'address1': '1355 Horizon Ave', 'address2': 'Ste B', 'address3': None, 'city': 'Lafayette', 'zip_code': '80026', 'country': 'US', 'state': 'CO', 'display_address': ['1355 Horizon Ave', 'Ste B', 'Lafayette, CO 80026']}","{'latitude': 39.9800399105244, 'longitude': -105.06843716132}",Denver
"['Go Karts', 'Venues & Event Spaces']",Podium Karting and Events,3.5,146,"{'address1': '7300 Broadway', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80221', 'country': 'US', 'state': 'CO', 'display_address': ['7300 Broadway', 'Denver, CO 80221']}","{'latitude': 39.82869216049815, 'longitude': -104.98539032944772}",Denver
['Yoga'],CorePower Yoga,3.5,19,"{'address1': '3700 W 144th Ave', 'address2': 'Ste C100', 'address3': '', 'city': 'Broomfield', 'zip_code': '80020', 'country': 'US', 'state': 'CO', 'display_address': ['3700 W 144th Ave', 'Ste C100', 'Broomfield, CO 80020']}","{'latitude': 39.9565428, 'longitude': -105.036966}",Denver
"['Tubing', 'Party Bus Rentals']",Turtle Tubing,3.5,40,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Vail', 'zip_code': '81620', 'country': 'US', 'state': 'CO', 'display_address': ['Vail, CO 81620']}","{'latitude': 39.63132, 'longitude': -106.5216}",Denver
"['Trampoline Parks', 'Indoor Playcentre', 'Pizza']",Lava Island,3.5,138,"{'address1': '452 N Sable Blvd', 'address2': '', 'address3': '', 'city': 'Aurora', 'zip_code': '80011', 'country': 'US', 'state': 'CO', 'display_address': ['452 N Sable Blvd', 'Aurora, CO 80011']}","{'latitude': 39.7233, 'longitude': -104.81858}",Denver
"['Irish Pub', 'Horse Racing', 'Sports Bars']",The Celtic On Market,3.5,77,"{'address1': '1400 Market St', 'address2': '', 'address3': None, 'city': 'Denver', 'zip_code': '80202', 'country': 'US', 'state': 'CO', 'display_address': ['1400 Market St', 'Denver, CO 80202']}","{'latitude': 39.74795, 'longitude': -105.0003}",Denver
['Parks'],Green Valley Ranch East Park,3.5,8,"{'address1': '4455 Jebel St', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80249', 'country': 'US', 'state': 'CO', 'display_address': ['4455 Jebel St', 'Denver, CO 80249']}","{'latitude': 39.780493540164734, 'longitude': -104.74992590215015}",Denver
"['Bowling', 'Venues & Event Spaces', 'Eatertainment']",Bowlero Littleton,3.5,14,"{'address1': '2530 E County Line Rd', 'address2': '', 'address3': None, 'city': 'Littleton', 'zip_code': '80126', 'country': 'US', 'state': 'CO', 'display_address': ['2530 E County Line Rd', 'Littleton, CO 80126']}","{'latitude': 39.56476627, 'longitude': -104.95971878}",Denver
"['Parks', 'Playgrounds']",Hutchinson Park,4.0,4,"{'address1': 'E Eastman Ave & S Pontiac St', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80224', 'country': 'US', 'state': 'CO', 'display_address': ['E Eastman Ave & S Pontiac St', 'Denver, CO 80224']}","{'latitude': 39.6578976607373, 'longitude': -104.90438793742}",Denver
['Tennis'],Railbender Skate and Tennis Park,3.5,8,"{'address1': '10543 Twenty Mile Rd', 'address2': None, 'address3': '', 'city': 'Parker', 'zip_code': '80134', 'country': 'US', 'state': 'CO', 'display_address': ['10543 Twenty Mile Rd', 'Parker, CO 80134']}","{'latitude': 39.5261676, 'longitude': -104.7771389}",Denver
['Rock Climbing'],Boulder Rock Club,3.5,18,"{'address1': '2829 Mapleton Ave', 'address2': '', 'address3': '', 'city': 'Boulder', 'zip_code': '80301', 'country': 'US', 'state': 'CO', 'display_address': ['2829 Mapleton Ave', 'Boulder, CO 80301']}","{'latitude': 40.0260772705078, 'longitude': -105.256820678711}",Denver
['Skate Parks'],Curbside Skatepark,4.0,4,"{'address1': '3535 B S Irving St', 'address2': None, 'address3': '', 'city': 'Sheridan', 'zip_code': '80110', 'country': 'US', 'state': 'CO', 'display_address': ['3535 B S Irving St', 'Sheridan, CO 80110']}","{'latitude': 39.652, 'longitude': -105.03035}",Denver
['Skating Rinks'],The Ice Ranch,3.5,17,"{'address1': '841 Southpark Dr', 'address2': '', 'address3': None, 'city': 'Littleton', 'zip_code': '80160', 'country': 'US', 'state': 'CO', 'display_address': ['841 Southpark Dr', 'Littleton, CO 80160']}","{'latitude': 39.567922, 'longitude': -104.9987419}",Denver
"['Golf', 'Country Clubs', 'Tennis']",The Pinery Country Club,3.5,17,"{'address1': '6900 N Pinery Pkwy', 'address2': '', 'address3': '', 'city': 'Parker', 'zip_code': '80134', 'country': 'US', 'state': 'CO', 'display_address': ['6900 N Pinery Pkwy', 'Parker, CO 80134']}","{'latitude': 39.455632719405585, 'longitude': -104.7570654411045}",Denver
"['Gyms', 'Trainers']",Anytime Fitness,3.5,15,"{'address1': '9165 E Northfield Blvd', 'address2': 'Ste 155', 'address3': None, 'city': 'Stapleton', 'zip_code': '80238', 'country': 'US', 'state': 'CO', 'display_address': ['9165 E Northfield Blvd', 'Ste 155', 'Stapleton, CO 80238']}","{'latitude': 39.7860612, 'longitude': -104.88151878522666}",Denver
"['Pickleball', 'Beer Bar']",Pickleball Food Pub,3.5,13,"{'address1': '7647 W 88th Ave', 'address2': '', 'address3': None, 'city': 'Westminster', 'zip_code': '80005', 'country': 'US', 'state': 'CO', 'display_address': ['7647 W 88th Ave', 'Westminster, CO 80005']}","{'latitude': 39.85651, 'longitude': -105.05974}",Denver
"['Parks', 'Playgrounds']",Prospect Park,3.5,10,"{'address1': '44th Ave & Robb St', 'address2': '', 'address3': '', 'city': 'Wheat Ridge', 'zip_code': '80033', 'country': 'US', 'state': 'CO', 'display_address': ['44th Ave & Robb St', 'Wheat Ridge, CO 80033']}","{'latitude': 39.778727, 'longitude': -105.126246}",Denver
['Parks'],Croke Reservoir Park,3.5,5,"{'address1': '10607 Huron St', 'address2': '', 'address3': None, 'city': 'Northglenn', 'zip_code': '80234', 'country': 'US', 'state': 'CO', 'display_address': ['10607 Huron St', 'Northglenn, CO 80234']}","{'latitude': 39.8891929296493, 'longitude': -104.998571388873}",Denver
"['Gyms', 'Trainers']",24 Hour Fitness,3.5,48,"{'address1': '12680 W 64th Ave', 'address2': None, 'address3': None, 'city': 'Arvada', 'zip_code': '80004', 'country': 'US', 'state': 'CO', 'display_address': ['12680 W 64th Ave', 'Arvada, CO 80004']}","{'latitude': 39.81179, 'longitude': -105.14129}",Denver
"['Hotels', 'Golf']",Omni Interlocken Hotel,3.5,254,"{'address1': '500 Interlocken Blvd', 'address2': '', 'address3': '', 'city': 'Broomfield', 'zip_code': '80021', 'country': 'US', 'state': 'CO', 'display_address': ['500 Interlocken Blvd', 'Broomfield, CO 80021']}","{'latitude': 39.92758, 'longitude': -105.11888}",Denver
['Trampoline Parks'],Sky Zone Trampoline Park,3.5,74,"{'address1': '9851 S Parker Rd', 'address2': '', 'address3': '', 'city': 'Parker', 'zip_code': '80134', 'country': 'US', 'state': 'CO', 'display_address': ['9851 S Parker Rd', 'Parker, CO 80134']}","{'latitude': 39.53789423569605, 'longitude': -104.7711353388093}",Denver
"['Venues & Event Spaces', 'Bowling', 'Eatertainment']",Bowlero Westminster,3.5,27,"{'address1': '9150 Harlan St', 'address2': '', 'address3': None, 'city': 'Westminster', 'zip_code': '80031', 'country': 'US', 'state': 'CO', 'display_address': ['9150 Harlan St', 'Westminster, CO 80031']}","{'latitude': 39.862186, 'longitude': -105.06143}",Denver
"['Community Service/Non-Profit', 'Races & Competitions']",Colorado Colfax Marathon,3.5,12,"{'address1': 'City Park', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80218', 'country': 'US', 'state': 'CO', 'display_address': ['City Park', 'Denver, CO 80218']}","{'latitude': 39.7481323708448, 'longitude': -104.946012226709}",Denver
"['Arcades', 'American (Traditional)', 'Bowling']",Main Event Highlands Ranch,3.5,90,"{'address1': '64 Centennial Blvd', 'address2': '', 'address3': None, 'city': 'Highlands Ranch', 'zip_code': '80129', 'country': 'US', 'state': 'CO', 'display_address': ['64 Centennial Blvd', 'Highlands Ranch, CO 80129']}","{'latitude': 39.5611391, 'longitude': -104.9889766}",Denver
"['Pizza', 'Beer Bar', 'Bowling']",Godfather’s Pizza,3.5,16,"{'address1': '227 N Main St', 'address2': '', 'address3': None, 'city': 'Brighton', 'zip_code': '80601', 'country': 'US', 'state': 'CO', 'display_address': ['227 N Main St', 'Brighton, CO 80601']}","{'latitude': 39.9900784702, 'longitude': -104.820803267001}",Denver
"['Trampoline Parks', 'Kids Activities']",DEFY Denver,3.5,89,"{'address1': '1400 S Abilene St', 'address2': 'Ste 100', 'address3': None, 'city': 'Aurora', 'zip_code': '80012', 'country': 'US', 'state': 'CO', 'display_address': ['1400 S Abilene St', 'Ste 100', 'Aurora, CO 80012']}","{'latitude': 39.691401, 'longitude': -104.826831}",Denver
['Sports Clubs'],Sport Stable,3.5,10,"{'address1': '1 Superior Dr Superior Co', 'address2': '', 'address3': None, 'city': 'Superior', 'zip_code': '80027', 'country': 'US', 'state': 'CO', 'display_address': ['1 Superior Dr Superior Co', 'Superior, CO 80027']}","{'latitude': 39.9528265, 'longitude': -105.15995}",Denver
"['Gyms', 'Trainers']",Anytime Fitness - Mayfair-Park Hill,3.5,7,"{'address1': '6005 E Colfax Ave', 'address2': None, 'address3': None, 'city': 'Denver', 'zip_code': '80220', 'country': 'US', 'state': 'CO', 'display_address': ['6005 E Colfax Ave', 'Denver, CO 80220']}","{'latitude': 39.7404, 'longitude': -104.91809}",Denver
['Yoga'],CorePower Yoga,3.5,7,"{'address1': '1129 13th St', 'address2': 'Fl 2', 'address3': None, 'city': 'Boulder', 'zip_code': '80302', 'country': 'US', 'state': 'CO', 'display_address': ['1129 13th St', 'Fl 2', 'Boulder, CO 80302']}","{'latitude': 40.00789, 'longitude': -105.27658}",Denver
['Trainers'],Snap Fitness,3.5,18,"{'address1': '18240 E 104th Ave', 'address2': None, 'address3': None, 'city': 'Commerce City', 'zip_code': '80022', 'country': 'US', 'state': 'CO', 'display_address': ['18240 E 104th Ave', 'Commerce City, CO 80022']}","{'latitude': 39.8853699, 'longitude': -104.7752052}",Denver
['Soccer'],Boulder Indoor Soccer,3.5,15,"{'address1': '3203 Pearl St', 'address2': '', 'address3': '', 'city': 'Boulder', 'zip_code': '80301', 'country': 'US', 'state': 'CO', 'display_address': ['3203 Pearl St', 'Boulder, CO 80301']}","{'latitude': 40.0241753, 'longitude': -105.2498676}",Denver
['Parks'],Randall Park,4.0,2,"{'address1': 'W 43rd Ave & Robb St', 'address2': '', 'address3': '', 'city': 'Wheat Ridge', 'zip_code': '80033', 'country': 'US', 'state': 'CO', 'display_address': ['W 43rd Ave & Robb St', 'Wheat Ridge, CO 80033']}","{'latitude': 39.774123, 'longitude': -105.061115}",Denver
"['Skating Rinks', 'Fitness & Instruction', 'Hockey Equipment']",Family Sports Ice Arena,3.5,4,"{'address1': '6901 S Peoria St', 'address2': '', 'address3': '', 'city': 'Centennial', 'zip_code': '80112', 'country': 'US', 'state': 'CO', 'display_address': ['6901 S Peoria St', 'Centennial, CO 80112']}","{'latitude': 39.592006, 'longitude': -104.8488429}",Denver
"['Hypnosis/Hypnotherapy', 'Counseling & Mental Health', 'Meditation Centers']",Seeds of Satya,3.5,4,"{'address1': '3401 W 29th Ave', 'address2': None, 'address3': '', 'city': 'Denver', 'zip_code': '80211', 'country': 'US', 'state': 'CO', 'display_address': ['3401 W 29th Ave', 'Denver, CO 80211']}","{'latitude': 39.75879, 'longitude': -105.03259}",Denver
"['Dance Schools', 'Performing Arts', 'Dance Studios']",Dance Institute,4.0,2,"{'address1': '4601 Quebec St', 'address2': 'Ste C8-C9', 'address3': '', 'city': 'Denver', 'zip_code': '80216', 'country': 'US', 'state': 'CO', 'display_address': ['4601 Quebec St', 'Ste C8-C9', 'Denver, CO 80216']}","{'latitude': 39.78125878762814, 'longitude': -104.904733}",Denver
['Skating Rinks'],Skate City,3.5,40,"{'address1': '200 W 121st Ave', 'address2': '', 'address3': '', 'city': 'Westminster', 'zip_code': '80234', 'country': 'US', 'state': 'CO', 'display_address': ['200 W 121st Ave', 'Westminster, CO 80234']}","{'latitude': 39.915797, 'longitude': -104.990534}",Denver
['Parks'],Preservation Park & Trailhead,4.0,2,"{'address1': '17710 Valley-Hi Dr', 'address2': '', 'address3': '', 'city': 'Parker', 'zip_code': '80138', 'country': 'US', 'state': 'CO', 'display_address': ['17710 Valley-Hi Dr', 'Parker, CO 80138']}","{'latitude': 39.563442, 'longitude': -104.784278}",Denver
"['Gyms', 'Trainers', 'Yoga']",Life Time,3.0,45,"{'address1': '300 Summit Blvd', 'address2': '', 'address3': None, 'city': 'Broomfield', 'zip_code': '80021', 'country': 'US', 'state': 'CO', 'display_address': ['300 Summit Blvd', 'Broomfield, CO 80021']}","{'latitude': 39.92582, 'longitude': -105.14205}",Denver
['Escape Games'],HD Escape Rooms - Denver,3.0,25,"{'address1': '1509 N Marion St', 'address2': None, 'address3': '', 'city': 'Denver', 'zip_code': '80218', 'country': 'US', 'state': 'CO', 'display_address': ['1509 N Marion St', 'Denver, CO 80218']}","{'latitude': 39.74019, 'longitude': -104.9723099}",Denver
['Skating Rinks'],The Pond at Southlands,3.0,13,"{'address1': '6155 S Main St', 'address2': '', 'address3': '', 'city': 'Aurora', 'zip_code': '80016', 'country': 'US', 'state': 'CO', 'display_address': ['6155 S Main St', 'Aurora, CO 80016']}","{'latitude': 39.604844, 'longitude': -104.709155}",Denver
"['Venues & Event Spaces', 'Amusement Parks', 'Go Karts']",K1 Speed,3.0,88,"{'address1': '8034 Midway Dr', 'address2': '', 'address3': '', 'city': 'Littleton', 'zip_code': '80125', 'country': 'US', 'state': 'CO', 'display_address': ['8034 Midway Dr', 'Littleton, CO 80125']}","{'latitude': 39.547452, 'longitude': -105.036911}",Denver
"['Skating Rinks', 'Kids Activities']",Skate City Littleton,3.0,64,"{'address1': '5801 S Lowell Way', 'address2': '', 'address3': '', 'city': 'Littleton', 'zip_code': '80123', 'country': 'US', 'state': 'CO', 'display_address': ['5801 S Lowell Way', 'Littleton, CO 80123']}","{'latitude': 39.61132, 'longitude': -105.03565}",Denver
"['Bowling', 'Pool Halls', 'Sports Bars']",The Connection,3.0,10,"{'address1': '1669 Euclid Ave', 'address2': '', 'address3': 'University Memorial Center, CU-Boulder', 'city': 'Boulder', 'zip_code': '80309', 'country': 'US', 'state': 'CO', 'display_address': ['1669 Euclid Ave', 'University Memorial Center, CU-Boulder', 'Boulder, CO 80309']}","{'latitude': 40.00639103420896, 'longitude': -105.27166879240598}",Denver
"['Trainers', 'Gyms']",24 Hour Fitness - Centennial,3.0,95,"{'address1': '6830 E County Line Rd', 'address2': '', 'address3': '', 'city': 'Highlands Ranch', 'zip_code': '80126', 'country': 'US', 'state': 'CO', 'display_address': ['6830 E County Line Rd', 'Highlands Ranch, CO 80126']}","{'latitude': 39.56517, 'longitude': -104.910018}",Denver
"['Gyms', 'Trainers', 'Yoga']",VASA Fitness Aurora - Colfax & Chambers,3.0,37,"{'address1': '15200 E Colfax Ave', 'address2': '', 'address3': None, 'city': 'Aurora', 'zip_code': '80011', 'country': 'US', 'state': 'CO', 'display_address': ['15200 E Colfax Ave', 'Aurora, CO 80011']}","{'latitude': 39.738039, 'longitude': -104.811365}",Denver
"['Rock Climbing', 'Yoga', 'Gyms']",Movement Climbing + Fitness,3.0,79,"{'address1': '1155 W 5th Ave', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80204', 'country': 'US', 'state': 'CO', 'display_address': ['1155 W 5th Ave', 'Denver, CO 80204']}","{'latitude': 39.7249, 'longitude': -105.00221}",Denver
"['Gyms', 'Trainers']",Anytime Fitness,3.5,3,"{'address1': '5458 S Parker Rd', 'address2': None, 'address3': '', 'city': 'Aurora', 'zip_code': '80015', 'country': 'US', 'state': 'CO', 'display_address': ['5458 S Parker Rd', 'Aurora, CO 80015']}","{'latitude': 39.616281, 'longitude': -104.816731}",Denver
"['Venues & Event Spaces', 'Axe Throwing']",Viking Axe Throwing,3.5,3,"{'address1': '9975 Wadsworth Pkwy', 'address2': 'Unit M2B', 'address3': None, 'city': 'Westminster', 'zip_code': '80021', 'country': 'US', 'state': 'CO', 'display_address': ['9975 Wadsworth Pkwy', 'Unit M2B', 'Westminster, CO 80021']}","{'latitude': 39.8761834, 'longitude': -105.0958389}",Denver
"['Trainers', 'Gyms']",Urban Acrobatics,3.5,3,"{'address1': '720 W 84th Ave', 'address2': '', 'address3': '', 'city': 'Thornton', 'zip_code': '80221', 'country': 'US', 'state': 'CO', 'display_address': ['720 W 84th Ave', 'Thornton, CO 80221']}","{'latitude': 39.8489321, 'longitude': -104.9955035}",Denver
"['American (New)', 'Sports Bars', 'Golf']",Topgolf,3.0,132,"{'address1': '16011 Grant St', 'address2': None, 'address3': '', 'city': 'Thornton', 'zip_code': '80023', 'country': 'US', 'state': 'CO', 'display_address': ['16011 Grant St', 'Thornton, CO 80023']}","{'latitude': 39.988508251897876, 'longitude': -104.98324250206348}",Denver
"['Bowling', 'Venues & Event Spaces', 'Eatertainment']",Bowlero Promenade,3.0,7,"{'address1': '10685 Westminster Blvd', 'address2': '', 'address3': None, 'city': 'Westminster', 'zip_code': '80020', 'country': 'US', 'state': 'CO', 'display_address': ['10685 Westminster Blvd', 'Westminster, CO 80020']}","{'latitude': 39.89086091967299, 'longitude': -105.07285270093728}",Denver
"['Gyms', 'Trainers', 'Sports Clubs']",Life Time,3.0,190,"{'address1': '5000 E Dry Creek Rd', 'address2': None, 'address3': None, 'city': 'Centennial', 'zip_code': '80122', 'country': 'US', 'state': 'CO', 'display_address': ['5000 E Dry Creek Rd', 'Centennial, CO 80122']}","{'latitude': 39.577892, 'longitude': -104.928931}",Denver
"['Bowling', 'American (New)', 'Venues & Event Spaces']",Lucky Strike Denver,3.0,341,"{'address1': '500 16th St', 'address2': 'Ste 340', 'address3': '', 'city': 'Denver', 'zip_code': '80202', 'country': 'US', 'state': 'CO', 'display_address': ['500 16th St', 'Ste 340', 'Denver, CO 80202']}","{'latitude': 39.74388, 'longitude': -104.99082}",Denver
"['Gyms', 'Trainers', 'Tanning']",Chuze Fitness,3.0,39,"{'address1': '200 W Belleview Ave', 'address2': '', 'address3': None, 'city': 'Englewood', 'zip_code': '80110', 'country': 'US', 'state': 'CO', 'display_address': ['200 W Belleview Ave', 'Englewood, CO 80110']}","{'latitude': 39.62294, 'longitude': -104.99022}",Denver
"['Gyms', 'Trainers']",Planet Fitness,3.0,27,"{'address1': '10901 S Parker Rd', 'address2': None, 'address3': None, 'city': 'Parker', 'zip_code': '80134', 'country': 'US', 'state': 'CO', 'display_address': ['10901 S Parker Rd', 'Parker, CO 80134']}","{'latitude': 39.51731127190726, 'longitude': -104.76784801}",Denver
"['Museums', 'Aquariums']",Downtown Aquarium,3.0,914,"{'address1': '700 Water St', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80211', 'country': 'US', 'state': 'CO', 'display_address': ['700 Water St', 'Denver, CO 80211']}","{'latitude': 39.7518486, 'longitude': -105.0140113}",Denver
